,job title,job summary,label
16,Certified Nursing Assistant - CNA - Med/Surg,"SUMMARY
",services
17,Certified Nursing Assistant - CNA - Med/Surg,"SUMMARY
",services
18,ASL - VRI INTERPRETER,"CYRACOM INTERNATIONAL, INC.


ONLY APPLY TO THIS POSTING IF YOU ARE NATIONALLY CERTIFIED


ASL-VRI Interpreter


âPart time and Full timeâ


CyraCom International is recognized as the 2nd largest provider of Over-the-Phone Interpretation in the world by research firm Common Sense Advisory. With centers located in Tucson, Phoenix, and Las Cruces, NM, CyraCom has developed into one of the largest and most innovative language services companies in the United States. Named to the Inc. 5000 list of fastest growing private companies in 2011, CyraCom, LLC, was awarded an exclusive endorsement from the American Hospital Association for its interpretation solutions.


Job Purpose : The ASL Interpreter provides interpreting and/or transliterating services for Deaf consumers and hearing consumers through a video service. The interpreter facilitates communication through use of sign language, spoken English, cultural mediation, and knowledge about visual accessibility.


Specific Responsibilities:

â¢Provide interpreting and/or transliterating services for deaf consumers and hearing consumers primarily in the healthcare environment

â¢Facilitate communication through use of sign language, spoken English, cultural mediation, and knowledge about accessibility

â¢Keep all medical information strictly confidential

â¢Follow the NAD-RID Professional Code of Conduct (http://www.rid.org/coe.html)

â¢Render the message faithfully, always conveying the content and spirit of the speaker, using the language most readily understood by the person(s) being served

â¢Never counsel, advise, or interject personal opinions into interpreted situations

â¢Accept assignments using discretion with regard to skill, setting, and the consumers involved

â¢Function in a manner appropriate to each interpreted situation, demonstrating professional appearance, conduct, and promptness

â¢Strive to further knowledge and skills through participation in workshops, professional meetings, interaction with professional colleagues, and reading of current literature in the field

â¢strive to maintain high professional standards by virtue of professional membership, certification, and ethical practices


Knowledge and Skills:

â¢Complete proficiency in ASL

â¢Self-motivated with good customer service skills

â¢Able to work well with minimal supervision

â¢Good judgment and problem solving abilities

â¢Strong attention to detail

â¢Ability to plan ahead and maintain a flexible work schedule

â¢Strong coaching, development and communication skills

â¢Experience using MS Office and other related software and systems (e.g., Internet and Intranet applications)


Experience: Medical interpretation experience preferred


Certificates/Licenses: The interpreter must show evidence of current professional credentials from the Registry of Interpreters for the Deaf/National Association of the Deaf


Work Location : Houston, Texas Contact Center


Physical Demands: Requires sitting for extended periods of time. Occasional lifting and carrying of material weighing up to 30 pounds may be required.


Equipment Operated: Telephone, personal computer, word processor software, printer, fax machine, and copier


Duties not listed in this position description may be required of the employee at the discretion of management.


CyraCom International, Inc.âs success is driven by the advantage created by the collective efforts of its employees, and is dependent upon a diverse, inclusive environment that embraces change, new ideas, respect for the individual and fosters an equal opportunity for success. We have zero tolerance for discrimination, intimidation or harassment of any kind. Cyracom International, Inc. is an equal opportunity employer. CyraCom International, Inc. maintains a drug-free workplace.",services
19,Sign Language Interpreter II,"Sign language interpreters will act as communication mediums in multiple settings such as classes, scheduled appointments and special events throughout the University.


Provides sign language interpreting for higher education classes and university appointments and special events.


Reports all class changes and relevant student information to the Interpreting Services Coordinator.


Adheres to the RID - NAD Code of Professional Conduct.


Serves as scheduling assistant to coordinator by fielding service request and scheduling providers.


Assists in maintain calendar of assignments.6.Serves as on-call coordinator for evening and weekend assignments on a rotating basis.


Provides guidance to other Interpreters on departmental procedures.


Provides mentoring to American Sign Language Instruction ( ASU ) students as needed.


Attend department meeting and conferences and provide information on changes to regulations.


Performs other job related duties as assigned.


Minimum Qualifications

Requires the ability and knowledge for analysis and interpretation of procedures, policies and practices attainable through specific education and/or training programs in a specialty or technical field.


Advanced vocational or electronic skills or a basic knowledge of a professional field is required.


An Associateâs degree or certification/licensing in a technical specialty program is required.


Requires a minimum of three (3) years of directly related job experience.


Additional Posting Information

The University of Houston is a Tobacco free campus.


Retirement Program

TRS


Minimum Posting Date

11/14/2016


Job Open Date

10/31/2016


Expected Closing Date On or Before


Open Until Filled

No",services
20,American Sign Language (ASL) Interpreter,"Seeking qualified American Sign Language Interpreters.

â

Start Date: December 14, 2016 to August 31, 2018


Hours Needed: Full time, Part time and/or Per Diem


General Job Responsibilities:

- Assist hearing impaired students in mainstream classrooms. Includes using fluent signing to interpret the lesson as taught by the classroom teacher, helping the student ask questions of the teacher.

- Assist hearing impaired students in the interaction and communication with hearing students and staff.

- Interpret for hearing impaired students participating in extra-curricular events and for adult deaf in parent-teacher conferences .

- Works collaboratively by assisting teachers in assessment, curriculum implementation, student interactions, enforcing safe behaviors, and enhancing social growth of student in the classroom.

- Will interpret behavioral directions and physically assist when necessary.

- Applicant must meet regulated licensure and/or state certification requirements.


Application Procedure:

Please submit your resume to our direct email, office@toinc.com


On advertisement, click on ""View Job"" or ""Apply from my computer"" and be sure to complete our online form so that we will be able to locate your information in our database so that we can follow up with you.


Make sure to submit your resume in a text-form document as it is easier for our applicant tracking system to read and upload your document instead of sending your resume in a scanned-image format.

â Jobs will be filled within 30 days and we will contact you upon processing your information.


Our direct email is office@toinc.com, website is www.toinc.com, and to reach us by phone: 609-490-0592",services
21,Activist Manager (AM),"Application due: 2016-11-30Direct SalesHouston, TexasAs one of the most successful companies for international calling in the world, we have a vision of breaking down borders. We believe in an auto magic experience where customers understand what they are paying for. Our customers are âinternationalsâ, people most often living in a metropolitan area with a need to communicate cross borders. Weâre a fearless start-up, determined to disrupt the telecom industry and shake up the present day status quo.We started back in 2006 and are now a profitable company with a turnover of 80 million dollars, operating out of our office in beautiful Stockholm. In 2016 we decided to take the next step and are focusing on high growth to become the worldâs largest international calling company. We are always looking for people who share our values and ideas. Join us!Rebtel launched the Activist program (http://www.rebtel.com/activist) in February 2016 as an innovative and disruptive way to distribute Rebtelâs international calling services. Much like Uber, ordinary people can apply to start working and earn a paycheck every week â just by spreading the word about Rebtel within their communities and signing up new users.Everything is managed in the Activist app, where the activists make their sales, track their earnings and follow-up with their customers.In the first 8 months of operations, Rebtel already has over 5,000 Activists working with us, generating a substantial part of Rebtelâs customer intake in the Cuban-American market.But Rebtelâs ambitions donât end there! We believe that the Activist program can become Rebtelâs biggest channel customer intake.Rebtel is now expanding and hiring an Activist Manager for Textas with focus on Houston.The main responsibility for the Activist Manager is to drive growth in the region with a clear strategy on geographical and community expansion.As an Activist Manager, you will be part of the Direct Sales team team consisting of Activist Managers and will work closely with stakeholders in our Marketing and Product teams.This position requires traveling within Texas and occasionally to our head office in Stockholm, Sweden.ResponsibilitiesEstablish the Activist program in TexasAct as first point of contact for the Head Activists in the Texas regionSign-up new Head ActivistsLead training sessions for new ActivistsEnsure that Rebtel meets its sales, recruitment and quality KPIsBe the âear on the streetsâ to Rebtelâs operations management and Management team, and help create the overall strategy for the programReporting to management and executive teamsWorking closely with colleagues responsible for Marketing, Acquisition and ProductExperience3-5 years direct sales experience, preferably in face-to-face or event sales (minimum Team leader level)Fluent in EnglishSpanish is experiencingExperience in training sales repsBasic knowledge of sales figures analyticsKnowledge of setting and following up on Direct Sales KPIsMLM experience is not mandatory but a big plusGood knowledge in Excel and PowerPointLocal knowledge of the Texas market and the African/Nigerian community is a big plus.PersonalityTeam playerDriven and motivated with passion for direct salesWilling to work in a dynamic and fast-moving start-up environmentAbility to handle multiple tasks and high workloadGood presentation skillsFluent in English & SpanishFlexible and adaptable in discussions with sales repsRequirementsBachelorâs Degree (or equivalent experience)Diplomas from other MLM companies our sales institutions are meriting (or equivalent experience)Relevant experience from Direct Sales or MLM companies is mandatoryJob Type: Full-timeJob Location:Houston, TXRequired education:Bachelor'sRequired experience:Management: 1 yeardirect sales: 1 yearRequired language:Spanish",services
22,ER Tech/Paramedic,"First Choice Emergency Room: Tired of the hospital grind? Looking for a change from the constant chaos of the typical ED? Well look no further! At First Choice Emergency Roomâ¢, we pride ourselves on our work and our ability to give each patient the time they need and deserve. Our practice model is very different from a traditional hospital based emergency room and gives our staff the ability to spend quality time with each patient. When you join First Choice Emergency Roomâ¢, you become a valuable member of our healthcare team and your contribution is vital in providing the highest quality patient care. First Choice Emergency Roomâ¢, the nationâs leading freestanding emergency room system, is revolutionizing the delivery of emergency medical services for adult and pediatric emergencies. We were named one of the 2013 & 2015 Best Companies to Work for in Texas and according to Press Ganey, we provide the highest quality emergency medical care.


About Adeptus Health:
Adeptus Health (NYSE: ADPT) is a leading patient-centered healthcare organization expanding access to the highest quality emergency medical care through its network of freestanding emergency rooms and partnerships with premier healthcare providers. Adeptus Health owns and operates First Choice Emergency Room , the nation's largest and oldest network of freestanding emergency rooms and owns and/or operates hospitals and freestanding facilities in partnership with Texas Health Resources in Texas , UCHealth in Colorado , Dignity Health in Arizona , Ochsner Health System in Louisiana and Mount Carmel Health System in Ohio . All Adeptus Health freestanding facilities are fully equipped emergency rooms with a complete radiology suite of diagnostic technology, on-site laboratory, and staffed with board-certified physicians and emergency trained registered nurses. For the last three years, Adeptus Health has exceeded the 95 th percentile in patient satisfaction according to patient feedback collected nationwide by Press Ganey Associates Inc. Adeptus Health also was named a 2016 Best Workplaces in Healthcare by Great Place to WorkÂ® and Fortune Magazine.


Responsibilities:
Essential Functions

Capability to perform vital signs, including pulse ox
Venipuncture and IV placement
Clean wounds
Operate lab equipment; perform point of care testing and quality controls (in the free standing ED)
Knowledgeable of operation of lab instruments, including but not limited to: Medonic, Triage, Piccolo, ISTAT, UA instruments (turning on/shutting down, running samples, reporting results).
Document corrective action when QC is out of range for lab equipment
Monitor and restock supplies
Report equipment issues to the nurse manager
Act as a team member of the code team
Charting/documentation in the medical record
Various other tasks as directed by the physician on duty
Assist the Facility Resource Specialist role as needed. This includes but is not limited to the following:
Obtaining complete and accurate demographic, insurance and financial data to complete patient registration.
Update and maintain patient database according to established procedures.
Ability to effectively communicate with patients during check-in and discharge.
Complete and balance all daily transactions and cash flow paperwork
Qualifications:
EMT- Paramedic required, 2 yearsâ experience required
1 year ED hospital experience, preferred
BLS, ACLS, and PALS certifications required through American Heart Association
Must be dependable, responsible, and interested in assisting with quality emergency patient care
Ability to relate well with all levels of the hospital/facility and medical staff
Ability to care for patients of all nationalities and age groups
Computer Experience
Knowledge of The Joint Commission accreditation process and requirements
Language Skills

Skilled in written and verbal communication
Reasoning

Ability to work under pressure and stress
Ability to react calmly and effectively in emergency situations",services
23,Van Driver Part Time,"REQUIRMENTS
",services
24,Van Driver Part Time,"REQUIRMENTS
",services
25,ER Tech/Paramedic,"First Choice Emergency Room: Tired of the hospital grind? Looking for a change from the constant chaos of the typical ED? Well look no further! At First Choice Emergency Roomâ¢, we pride ourselves on our work and our ability to give each patient the time they need and deserve. Our practice model is very different from a traditional hospital based emergency room and gives our staff the ability to spend quality time with each patient. When you join First Choice Emergency Roomâ¢, you become a valuable member of our healthcare team and your contribution is vital in providing the highest quality patient care. First Choice Emergency Roomâ¢, the nationâs leading freestanding emergency room system, is revolutionizing the delivery of emergency medical services for adult and pediatric emergencies. We were named one of the 2013 & 2015 Best Companies to Work for in Texas and according to Press Ganey, we provide the highest quality emergency medical care.


About Adeptus Health:
Adeptus Health (NYSE: ADPT) is a leading patient-centered healthcare organization expanding access to the highest quality emergency medical care through its network of freestanding emergency rooms and partnerships with premier healthcare providers. Adeptus Health owns and operates First Choice Emergency Room , the nation's largest and oldest network of freestanding emergency rooms and owns and/or operates hospitals and freestanding facilities in partnership with Texas Health Resources in Texas , UCHealth in Colorado , Dignity Health in Arizona , Ochsner Health System in Louisiana and Mount Carmel Health System in Ohio . All Adeptus Health freestanding facilities are fully equipped emergency rooms with a complete radiology suite of diagnostic technology, on-site laboratory, and staffed with board-certified physicians and emergency trained registered nurses. For the last three years, Adeptus Health has exceeded the 95 th percentile in patient satisfaction according to patient feedback collected nationwide by Press Ganey Associates Inc. Adeptus Health also was named a 2016 Best Workplaces in Healthcare by Great Place to WorkÂ® and Fortune Magazine.


Responsibilities:
Essential Functions

Capability to perform vital signs, including pulse ox
Venipuncture and IV placement
Clean wounds
Operate lab equipment; perform point of care testing and quality controls (in the free standing ED)
Knowledgeable of operation of lab instruments, including but not limited to: Medonic, Triage, Piccolo, ISTAT, UA instruments (turning on/shutting down, running samples, reporting results).
Document corrective action when QC is out of range for lab equipment
Monitor and restock supplies
Report equipment issues to the nurse manager
Act as a team member of the code team
Charting/documentation in the medical record
Various other tasks as directed by the physician on duty
Assist the Facility Resource Specialist role as needed. This includes but is not limited to the following:
Obtaining complete and accurate demographic, insurance and financial data to complete patient registration.
Update and maintain patient database according to established procedures.
Ability to effectively communicate with patients during check-in and discharge.
Complete and balance all daily transactions and cash flow paperwork
Qualifications:
EMT- Paramedic required, 2 yearsâ experience required
1 year ED hospital experience, preferred
BLS, ACLS, and PALS certifications required through American Heart Association
Must be dependable, responsible, and interested in assisting with quality emergency patient care
Ability to relate well with all levels of the hospital/facility and medical staff
Ability to care for patients of all nationalities and age groups
Computer Experience
Knowledge of The Joint Commission accreditation process and requirements
Language Skills

Skilled in written and verbal communication
Reasoning

Ability to work under pressure and stress
Ability to react calmly and effectively in emergency situations",services
26,EMT-Paramedic ED Tech,"JOB SUMMARY

To assist in the delivery of patient care and services to defined patient groups and their families under direction of the Physician and Nursing Staff, Facility Administrator and Medical Director.

PATIENT AGE GROUP SERVED

Neonatal, Pediatric, Adolescent, Adult and Geriatric

DUTIES AND RESPONSIBILITIES

Provides care to patients assigned within unit specific defined limits.

Organizes the work flow, problem-solves, manages several ongoing priorities with minimal supervision.

Accurately identifies the patient using standardized patient identification protocols and resolves any discrepancies prior to caring for patient. EF(Essential Function)

Performs treatment and procedures in accordance with established policies and procedures. Reports observations, conditions and problems of patients to the licensed nurse.

Demonstrates competency in performing routine procedures such as; venipuncture (including properly labeling each specimen container), glucose testing, vital signs and 12 lead EKGs. EF(Essential Function)

Records care administered, including height, weight and allergies, in the patient medical record according to established procedures.

Maintains an orderly environment that facilitates access to supplies, equipment, and resource information

Inventories, monitors and orders supplies and medical equipment to maintain par levels.

Demonstrates knowledge and appropriate use of the clinical and office equipment and serves as a resource to physicians, patients, visitors, and staff. Maintains refrigerator, warmer and glucometer QC checks.

Maintains and accurately processes and updates patient records, e.g., demographic data, transcription of physician orders, recording of patientâs medications, obtaining lab and other study results, identification labels, patientsâ valuables, etc.

Follows channels of communication for effective problem solving.

Demonstrates Service Quality standards (smiles and makes eye contact: greets each patient and visitor: seeks out patient and visitor contact: displays appropriate body language at all times; respects diversity: thanks every customer).

Follows all safety rules while on the job. Reports all accidents promptly and corrects minor safety hazards. Communications with peers and management regarding any hazards identified in the workplace.

Performs other duties as assigned.

EDUCATION REQUIREMENTS

High School Diploma or GED /EMT-P Certification

EXPERIENCE REQUIREMENTS

Paramedic Certification with a minimum of 2 - 4 years Emergency Service Provider experience and/or Hospital Based ED Technician Experience

CERTIFICATES, LICENSES AND REGISTRATIONS REQUIRED

Must have current AMERICAN HEART ASSOCIATION CPR, ACLS and PALS Certifications.

Must have Current TDH EMT-Paramedic Certification/Licensure

WORKING ENVIRONMENT

Patient care unit and procedure areas.

May include exposure to hazardous chemicals and blood borne pathogens.

Potential for exposure to latex.

Adherence to universal precautions is required.

Must be able to push, pull, and lift items weighing greater than 50 pounds.

Extended periods of standing and walking are required.",services
27,Rehabilitation Services Technician II-IV (808986TB),"Job Description

Texas Workforce Commission (TWC) is the state agency charged with overseeing and providing workforce development services to employers and job seekers of Texas. TWC strengthens the Texas economy by providing the workforce development component of the Governor's economic development strategy. Texas boasts an incredibly skilled workforce ready to attract enterprise to the Lone Star State. Our mission is to promote and support a workforce system that creates value and offers employers, individuals, and communities the opportunity to achieve and sustain economic prosperity.
The Division of Rehabilitation Services in Houston is looking for Rehabilitation Services Technician II-IV to join their team! There are two positions open: One position will be located in Houston at 2636 South Loop West Ste#525, Houston, Texas 77054 and the other position will be located at 8866 Gulf Freeway Ste #225, Houston, TX 77017.
The ideal candidate will have fluent expressive and receptive skills in American Sign Language.

The RST II-IV:

Works collaboratively as a member of the rehabilitation team, performs complex technical support work utilizing a case management system to support the Rehabilitation Counselor in providing timely services to consumers in order to achieve successful outcomes.
Provides office support as a member of the Unit team.
Establishes and maintains appropriate business relationships with providers, consumers and staff.
Provides information regarding Division for Rehabilitation Services (DRS) programs, services and referral information.
Performs caseload management support services to assigned counselors.
Perform purchasing of consumer equipment and supplies.
Assists with consumer budget management utilizing automated systems and tools.
Perform purchasing and financial monitoring.
Interview applicants and collect information to expedite quality case service delivery.
Prepares and reviews reports on monitored services.
Monitors clientsâ case status and communicates status to their families and relevant service providers.
Assists in explaining program benefits, requirements, and procedures to clients and their families.
Works under the supervision of the Management Support Specialist with the approval of the Area Manager.
As RST III-IV, may mentor or train staff as requested by Unit or Regional management.
Performs other duties as assigned to maintain efficient and effective operation of the Unit.

Preferred Qualifications:

Eighteen (18) months experience in office practices and office support work utilizing a personal computer in a Windowsâ based environment.
American Sign Language (ASL).
Posses fluent expressive and receptive skills in American Sign Language.
Experience in planning, organizing, prioritizing and coordinating work in an independent manner to achieve goals.
Experience in applying purchasing procedures.
Experience in interviewing.
Experience with case management support functions.
Demonstrated experience in the essential knowledge, skills and abilities of the RST II-IV.
Experience in using 10-key calculator.
Experience in touch-key typing.

This position involves travel up to 25% of the time. The salary for this position is $2,075.83-$3,047.00 per month, depending on qualifications.
This is a career ladder position. Employees who hold these positions have the opportunity to advance within the established career ladder structure if they meet the specific qualifications and competencies identified for advancement and if funds are available.

Minimum Qualifications:
RST II: Graduation from a standard senior high school or equivalent plus six months in office support work. OR Six months of experience in social services work or related field.
RST III: Graduation from a standard senior high school or equivalent plus eighteen months in office support work. OR One year experience in social services work or related field.
RST IV: Graduation from an accredited four-year college or university with major coursework in human services, social science, business, or a related field plus twenty-four months in office support work.
VETERANS: Use your military skills to qualify for this position or other jobs! Go to www.texasskillstowork.com to translate your military work experience and training courses into civilian job terms, qualifications and skill sets.Also, you can compare this position to military occupations (MOS) at the Texas State Auditorâs Office by pasting this link into your browser: http://www.hr.sao.texas.gov/Compensation/MilitaryCrosswalk/MOSC_SocialServices.pdf Qualifications

Minimum Qualifications:
RST II: Graduation from a standard senior high school or equivalent plus six months in office support work. OR Six months of experience in social services work or related field.
RST III: Graduation from a standard senior high school or equivalent plus eighteen months in office support work. OR One year experience in social services work or related field.
RST IV: Graduation from an accredited four-year college or university with major coursework in human services, social science, business, or a related field plus twenty-four months in office support work.
VETERANS: Use your military skills to qualify for this position or other jobs! Go to www.texasskillstowork.com to translate your military work experience and training courses into civilian job terms, qualifications and skill sets.Also, you can compare this position to military occupations (MOS) at the Texas State Auditorâs Office by pasting this link into your browser: http://www.hr.sao.texas.gov/Compensation/MilitaryCrosswalk/MOSC_SocialServices.pdf

Additional Information

Please read these instructions before applying for job posted positions.
To apply for TWC jobs, please forward a completed State of Texas Application for Employment using ONE of the following ways stated below. Please do not submit more than one application for each posting. Apply ONE of the three ways listed below:
1. Online through www.WorkinTexas.com (PREFERRED);
2. Fax the application to 512-463-2832 ; or,
3 Mail the application to Texas Workforce Commission, Human Resources Department, 101 E. 15th St., Room 230, Austin, TX 78778-0001.

The completed State of Texas Application for Employment must be received in the appropriate location no later than 5:00 p.m. on the posted closing date. All applications received after the closing date will not be considered for the job posting. * If you need additional space to adequately describe your employment history, use Form E-134, Employment History Continuation Form. * If you wish to be considered for more than one position, you must submit a separate State of Texas Application for Employment for each position. * Resumes are not accepted in lieu of the standard application form.
The Texas Workforce Commission uses E-Verify to confirm the employment eligibility of all newly hired employees. To learn more about E-Verify, including your rights and responsibilities, please visit www.dhs.gov/E-Verify.

How to find a Texas Workforce Commission job in Work-In-Texas:
When you log into www.workintexas.com , click on the browse job tab, click on the drop down arrow, and do search by state agency/university , in the agency name/university field type in "" Texas Workforce Commission "". This will bring up all available jobs with the Texas Workforce Commission.",services
28,Patient Care Associate,"The PCA I is a Patient Care Assistant with some acute care hospital experience who will be engaged for an extended orientation period to include developmental classes and assigned preceptor. Upon successful completion of orientation, demonstrates basic knowledge and skills necessary to communicate appropriately and carry out delegated nursing assistant level tasks for assigned patient populations, assisting in the delivery of patient care and services under the supervision of a licensed nurse. Practices Patient and Family Centered Care in concert with Houston Methodist Hospital Systemâs values of Integrity, Compassion, Accountability, Respect and Excellence standards.


PATIENT AGE GROUP SERVED


Note: define for the unit assigned


DUTIES AND RESPONSIBILITIES


1. Performs and assists with basic patient care activities of daily living (ADLâs) within unit specific defined limits and job scope, such as assistance with patient elimination, hygiene, comfort, safety, nutrition, and progress activity.(EF)


2. Performs and documents, where applicable, care administered, diagnostic measurements, treatments and procedures as determined by skills training and validation in accordance with established policies and procedures. Reports observations, conditions and problems of patients to licensed personnel to achieve desired patient outcomes.(EF)


3. Performs and documents, where applicable, accurate vital signs. (EF)


4. Responds to the Nurse Call System, contacting nursing personnel as appropriate, and follows through with meeting patient needs. (EF)


5. Assists with maintaining and cleaning of equipment and supplies as established on assigned unit. Assists with positioning and transporting of patients. (EF)


6. Seeks guidance and validation of knowledge base, skill level and decision making as necessary, especially in areas of question, from preceptor and assigned licensed personnel.(EF)


7. Organizes the work flow, problem-solves basic and routine matters, and manages multiple ongoing priorities, seeking guidance and assistance from preceptor, licensed nurse, or management. Participates as team player.(EF)


8. Provides for the privacy of patients and families and keeping the safety of the patient in mind.(EF)


Â¿


9. Assumes responsibility for growth and development by participating in in-service programs and continuing education. Completes required continuous training and education, including department specific requirements. (EF)


10. Demonstrates the components of the I CARE Values statement (Integrity, Compassion, Accountability, Respect, and Excellence). Demonstrates Patient and Family Centered Care standards (smiles and makes eye contact, greets each patient and visitor, seeks out patient and visitor contact, displays appropriate body language, takes 5 minutes each day to go above and beyond for at least one patient or visitor, honors diversity, thanks every customer.(EF)


11. Follows all safety rules while on the job. Reports all accidents promptly and corrects minor safety hazards. Communications with peers and management regarding any hazards identified in the workplace.(EF)


12. Performs other duties as assigned, which include assisting with staffing needs across the service line as competencies allow.


EDUCATION REQUIREMENTS


High School Diploma, GED or equivalent required


and


Completion of PCA Orientation and assigned classes post start


EXPERIENCE REQUIREMENTS


If certified (CNA or MA), then 0-6 months acute care hospital experience, (exception for SNF/Rehab departments only â will accept comparable nursing home experience)


or


If not certified, then 6-18 months Nursing Assistant or Medical Assistant experience,


or


For HMSLH, HMWH, HMSJH, internal transfers within the hospital who have at least 12 months experience at that entity,


or


Promoted from PCA Extern


Note: TMH will not hire into a PCA I and will move successful graduates of their PCA Extern program into a PCA I


CERTIFICATES, LICENSES AND REGISTRATIONS REQUIRED


Current BLS Certification Required


(Must be American Heart Association BCLS ""Healthcare Provider"" )


and


Certification Nursing Assistant or Medical Assistant required if less than 6 months PCA/MA experience (unless an internal transfer as noted above)


and


For San Jac: Crisis Prevention Intervention (CPI) / Nonviolent Crisis Intervention (NVCI) required, within 90 days, for Emergency or Psychiatry Departments Only.


SPECIAL KNOWLEDGE, SKILLS AND ABILITIES REQUIRED


Must be able to write and speak effectively in English.


Computer knowledge with ability to use Hospital Information Systems and Office software


Medical terminology preferred.


Must demonstrate interpersonal skills with all levels of healthcare team.


Demonstrates initiative, flexibility and positive interpersonal skills with all levels of the health care team.


PHYSICAL REQUIREMENTS


Please see activity check list.


WORKING ENVIRONMENT


Patient care units, and invasive procedure areas.


May include exposure to hazardous chemicals and blood borne pathogens. Significant potential for exposure to latex. Adherence to universal precautions is required.


Extended periods of standing and walking are required. Able to flex hours and work days to meet need related to unanticipated acuity, volume changes and/or problems.",services
29,Smart Coos Virtual Bilingual Guide,"Job Description

Smart Coos Virtual Bilingual Guide
Smart Coos works very hard to develop and deliver an inspiring curriculum for young children and need people who believe in making that happen. There is room to grow with our company if you have the right team-player attitude and are ready to create an unforgettable experience for kids each week. If this is you, we canât wait to meet you! We have a paid training and classes begin on a rolling basis.

Responsibilities of the Smart Coos language guide will include but are not limited to :
Outstanding language learning achievement

Create a positive, achievement-oriented and structured learning environment that excites and invests students.
Build class community by investing families in childrenâs language success
Utilize data from Smart Coos interim assessments to drive instruction and intervention.
Design and implement unit and lesson plans in collaboration with team.

Professional learning, development, and growth

Collaborate with coach to improve instructional, culture-building and leadership skills.
Attend all professional development, team planning and data analysis meetings.
Participate enthusiastically in structured and informal learning and development opportunities.

Skills and Characteristics

Fluent in Spanish, French, Mandarin, or American Sign Language; native speakers preferred
Must have proven successful experience working with children under eight years old
Very friendly, responsible, and ALWAYS ON TIME
High level of personal organization and planning.
Team player: maturity, humility, strong work ethic, follow-through, sense of humor, willingness to respond positively to feedback and a âroll-up-my-sleevesâ attitude.
Must possess basic computer skills

Educational Background and Work Experience

Teaching experience preferred, focus on K-12 preferred
Bachelorâs degree from a competitive college or university;
Willingness to seek valid state certification if needed.

Environment Requirement

Quiet space
Neutral background
Well-lit

Technical requirements:
Internet Requirements
Wired cable internet connection.
Minimum Download Speed: 16 Mbps (or 8,000 Kbps)
Minimum Upload Speed: 1 Mbps (or 1,000 Kbps)
These speeds represent the typical standard high speed data service offered by cable providers. Smaller (slower) packages or speeds are not recommended, and you may be required to upgrade.
TEST MY INTERNET SPEED (http://www.speedtest.net/)
Wireless network connections are not acceptable. You should have a connection to your home office with a hard line running from the high speed data modem or router directly to your computer (with your wireless adapter turned off on your PC).

Computer Hardware Requirements
You must possess Administrative Rights to your Computer.
Minimum memory: 6 GB of RAM (8 GB of RAM preferred)
Minimum processor speed: 3.0 GHz for 2+ core processors
Minimum display resolution: 1024 x 768 (a minimum 13.8â³ monitor)
Network card: integrated 10/100/1000 Ethernet
Operating Systems: Windows or Macintosh
Web Browser: Internet Explorer, Google Chrome, and Mozilla Firefox should be installed.
Java: Java 7, Java 8
Sound Card installed: Standard sound card

Firewall, Spyware and Malware Protection
You are responsible for installing, configuring and updating security software to protect your computer. Follow the instructions for your security software to make sure that it does not block access or pop-ups for web sites used as part of your job.

Compensation
Salary for this position is very competitive and commensurate with experience. Qualifications

null

Additional Information

APPLY @ http://bit.ly/sc-lang-teach :
If you speak Spanish, French, Mandarin or know American Sign Language and have experience working with kids PLEASE APPLY AT : http://bit.ly/sc-lang-teach . We will contact you for an interview ASAP.

Qualified bilingual individuals from any state within the United States are encouraged to apply.",services
30,Bilingual Medical Assistant,"The Medical Assistant is responsible for performing any front and back office duties under the direction of the Nurse Manager and/or Chief Medical Officer. Primarily the Medical Assistant will be responsible for documenting all of the patientsâ medical history, obtaining vital signs, explaining treatment procedures to patients, preparing patients for examination, and assisting physicians during the examination.QUALIFICATIONS: High School Diploma or GEDMust be a Certified Medical Assistant with American Association of Medical Assistants (AAMA) and/or Association of Medical Technologists (AMT)Bilingual- English/Spanish is REQUIRED2 to 3 years of experiencePatient Triage Procedures Knowledge/PracticeMust be comfortable giving shots to patients of any ageAble to work a flexible scheduleProfessional and Positive attitude and able to communicate with all levels of management and more importantly with our patients.Job Type: Full-timeRequired education:High school or equivalentRequired experience:Triage, Lab: 2 yearsRequired language:SpanishJob Type: Full-timeRequired education:High school or equivalentRequired experience:Triage: 1 yearMedical Assistant: 2 yearsRequired language:SpanishRequired license or certification:Medical Assistant",services
