,job title,job summary,label
34,PWR Cycle Instructor,"Are you an avid endurance athlete that loves training, racing, coaching and inspiring others to be the best athlete they can be? If yes, then join our elite Indoor Cycle Instructor team! As a PWR Cycle Instructor at Life Time you will motivate, educate, and coach indoor cycle participants using authentic training principles that deliver real results while having a blast promoting healthy living. At Life Time Indoor Cycle we offer a variety of exciting, fun, and intelligently designed indoor cycle classes and PWR is our performance-based ride designed to help improve the performance of endurance enthusiasts just like you. We offer training, ongoing continuing education, support and resources to help you be successful as an instructor. We believe we are Stronger Together and take pride in supporting our community of instructors to be the best they can be! Are you ready to join this rapidly growing community? Thereâs a class waiting for your passion, energetic personality and encouraging voice.

As a Group Fitness Instructor with Life Time, you will assist our members by educating, delivering, and connecting them to our industry leading strategy of the Core 3 method. The power of Core 3 is our unmatched ability to address all areas of our membersâ health and fitness needs to achieve optimal results.

KNOW IT- Comprehensive Assessments

Education, testing, and technology to help our membersâ know how their unique bodies work.

(Examples: Lab Testing, Metabolic Assessments, Devices, Activity Monitors, myHealthScore)

NOURISH IT- Personalized Nutrition and Lifestyle

Professional advice, products and strategies to fuel and enrich our membersâ healthy way of life.

(Examples: Nutrition Coaching, Nutritional Products, Supplements, Registered Dietitians)

MOVE IT- Customized Workouts

Activities, events, and programs to keep our membersâ engaged in healthy and entertaining ways.

(Examples: Cycle, Group Fitness, Yoga, Private Training, Weight Loss, Metabolic Coaching, TEAM Classes, Pilates)

Duties & Responsibilities

Delivers entertaining, motivational, engaging, safe, educational, and professional Indoor Cycling classes to ensure clients are satisfied with their workout program and remain motivated to attain their personal fitness goals

Monitors and instructs participants during classes by educating on correct form, proper intensity, and how to measure performance using wattage

Demonstrates proficiency in using digital music technology

Provides current music that inspires the workout

Adheres to program periodization objectives and prescribed workout protocols.

Develops positive relationships with class participants by leading inspiring, challenging and entertaining indoor cycling classes

Attentively listens to members, answers questions, and engages in conversation before and after classes

Provides excellent customer service by promptly responding to member needs and concerns

Effectively discusses and explains the benefits of Indoor Cycling

Brand Advocate for Life Time, Life Time Indoor Cycle, Leadville Series, and Life Time Tri series events

Promote Life Time programs, products, and services to class participants

Supports PWR sponsors events and initiatives

Consistently meets daily class attendance goals

Properly completes and submits incident reports when injuries occur before, during, or after class

Complies with all company safety rules

Assists in keeping Studio clean and organized at all times

Qualifications

Education & Experience

High school diploma or GED

One-year fitness instructor work experience (preferred)

Â·

Endurance Sport Coaching experience (preferred)

Endurance sport event participation (cycling, triathlon, etc)

Licenses / Certifications/ Registrations

CPR/AED certification required within the first 3 months of hire

Nationally recognized Indoor Cycle Instructor Certification, Training, OR Coaching Certification

Examples include: Schwinn Cycling (preferred), Stages, Mad Dog -Spinning, Les Mills

USA Cycling, USA Triathlon Coaching Certification, Ironman University (preferred but not required)

Group Exercise Certification (preferred but not required

National Association of Sports Medicine (NASM)

American Council of Exercise (ACE)

American Fitness Aerobic Association (AFAA)

Benefits

All Life Time team members receive:
Complimentary Life Time membership

Team member discounts for Life Time products & services

Team member discount on select Life Time Athletic Events

Industry Leading Education and Training

Education Program to promote professional and financial growth

Additional Full Time Benefits

Medical, Dental, and Vision Plan

401(k) Retirement Plan

Industry-leading Education and Training

Flexible Spending Account â Dependent (day) Care Account

Levels Education Program to promote professional & financial growth

Compensation

Hourly Class Pay

Primary Location

IN-Indianapolis - NMD - North Meridian

Job Level

Individual Contributor

Travel

No",sports
35,Group Fitness Instructor,"Hey cycle junkie! So, you have an interest in becoming our next artist on the AMP Cycle team? Well, that's awesome and we can't wait to meet you. If you like loud music and choreographed high-energy workouts, AMP is for you!

In AMP weâre all about the beat of the music and the rhythm of our riders. AMP is an addicting, sweaty, party-like workout to challenge your Ambition, Motivation, and Passion. The best part of instructing this class is you get to be you...period. Engage with your audience! Be authentic! After all, class is all about connecting with yourself and the positive energy in the room. If this sounds like you, apply and audition to be an AMP Cycle Instructor at Life Time Indoor Cycle. We offer training, ongoing continuing education, support and resources to help you be a successful instructor. We believe we are stronger together and take pride in supporting our instructors while helping them be the best they can be! Are you ready to join this rapidly growing team? Thereâs an AMP Cycle class waiting for your encouraging voice and energetic personality. We're so excited to see what you got.

As a Group Fitness Instructor with Life Time, you will assist our members by educating, delivering, and connecting them to our industry leading strategy of the Core 3 method. The power of Core 3 is our unmatched ability to address all areas of our membersâ health and fitness needs to achieve optimal results.

KNOW IT- Comprehensive Assessments

Education, testing, and technology to help our membersâ know how their unique bodies work.

(Examples: Lab Testing, Metabolic Assessments, Devices, Activity Monitors, myHealthScore)

NOURISH IT- Personalized Nutrition and Lifestyle

Professional advice, products and strategies to fuel and enrich our membersâ healthy way of life.

(Examples: Nutrition Coaching, Nutritional Products, Supplements, Registered Dietitians)

MOVE IT- Customized Workouts

Activities, events, and programs to keep our membersâ engaged in healthy and entertaining ways.

(Examples: Cycle, Group Fitness, Yoga, Private Training, Weight Loss, Metabolic Coaching, TEAM Classes, Pilates)

Duties & Responsibilities

Delivers entertaining, motivational, engaging, safe, educational, and professional Indoor Cycling classes to ensure clients are satisfied with their workout program and remain motivated to attain their personal fitness goals

Performer/Entertainer

Monitors and instructs participants during classes by educating on correct form and proper intensity

Demonstrates proficiency in using digital music technology

Provides current music ensuring appropriate language

Develops positive relationships with class participants by leading inspiring, challenging and entertaining indoor cycling classes

Attentively listens to members, answers questions, and engages in conversation before and after classes

Provides excellent customer service by promptly responding to member needs and concerns

Effectively discusses and explains the benefits of Indoor Cycling

Brand Advocate for Life Time and for Life Time Indoor Cycle

Promote Life Time programs, products, and services to class participants

Consistently meets daily class attendance goals

Properly completes and submits incident reports when injuries occur before, during, or after class

Complies with all company safety rules

Assists in keeping Studio clean and organized at all times

Qualifications

Education & Experience

High school diploma or GED

One-year fitness instructor work experience (preferred)

Licenses / Certifications/ Registrations

CPR/AED certification required within the first 3 months of hire

Nationally recognized Indoor Cycle Instructor Certification, Training, OR Coaching Certification

Examples include: Schwinn Cycling (preferred), Stages, Mad Dog -Spinning, Les Mills

USA Cycling, USA Triathlon Coaching Certification, Ironman University (preferred but not required)

Group Exercise Certification (preferred but not required

National Association of Sports Medicine (NASM)

American Council of Exercise (ACE)

American Fitness Aerobic Association (AFAA)

Benefits

All Life Time team members receive:
Complimentary Life Time membership

Team member discounts for Life Time products & services

Team member discount on select Life Time Athletic Events

Industry Leading Education and Training

Education Program to promote professional and financial growth

Additional Full Time Benefits

Medical, Dental, and Vision Plan

401(k) Retirement Plan

Industry-leading Education and Training

Flexible Spending Account â Dependent (day) Care Account

Levels Education Program to promote professional & financial growth

Compensation

Hourly Class Pay

Primary Location

IN-Indianapolis - NMD - North Meridian

Job Level

Individual Contributor

Travel

No",sports
36,Licensed Athletic Trainer - Baylor Institute for Rehab - Dallas - Per Diem,"Baylor Institute for Rehabilitation, located throughout Dallas/Fort Worth, offers opportunities at our 4 inpatient rehab hospitals, 8 acute care therapy units, 3 inpatient therapy units and more than 35 outpatient therapy and sports medicine clinics.


Responsibilities
Baylor Institute for Rehabilitation is looking for Licensed Athletic Trainers (LATs) for our per diem staff within the Dallas-Fort Worth area. You'll be providing athletic training coverage for local school teams and work other events where LATs are needed.


We require that the per diem staff be available for a minimum of one shift per quarter. Event needs are sent out to the distribution list and people respond as available/interested.


Qualifications
Candidates must have a minimum of 3 years experience with athletes, the ability to manage a flexible schedule, and a strong commitment to quality.


Must be a Texas Licensed Athletic Trainer.",sports
37,Metabolic Specialist,"Click here to watch a video that highlights why Life Time Training is the premier destination for your fitness career!

http://youtu.be/LoSZF-2WEAM

As a Metabolic Specialist with Life Time Training, you will assist our members by educating, delivering, and connecting them to our industry leading strategy of the Core 3. The power of Core 3 is our unmatched ability to address all areas of our membersâ health and fitness needs to achieve optimal results. As a team member of the Life Time Training division, you are able to advance your career in the fitness industry by providing your expertise and gaining experience in the following areas:

KNOW IT


Comprehensive Assessments

Education, testing, and technology to help our membersâ know how their unique bodies work.

(Examples: Lab Testing, Metabolic Assessments, Devices, Activity Monitors, myHealthScore)

NOURISH IT


Personalized Nutrition and Lifestyle

Professional advice, products and strategies to fuel and enrich our membersâ healthy way of life.

(Examples: Nutrition Coaching, Nutritional Products, Supplements, Registered Dietitians)

MOVE IT


Customized Workouts

Activities, events, and programs to keep our membersâ engaged in healthy and entertaining ways.

(Examples: Private Training, Weight Loss, Metabolic Coaching, TEAM Classes, Pilates)

Duties & Responsibilities

â¢

Develops and maintains safe, professional, and comprehensive metabolic programs specific to member satisfaction

â¢

Applies heart rate monitor products with technical expertise to Personal Training departments

â¢

Motivates members to reach their fitness goals through test procedures, test interpretation, test results, and cardiovascular programming

â¢

Conducts, coordinates and prepares educational seminars related to metabolism, heart rate training, and heart rate monitor products

â¢

Performs metabolic tests on a regular basis

â¢

Promotes and sells Life Time products and services

â¢

Monitors, tracks, and reports revenue performances of metabolic programs and heart rate monitor products

â¢

Ensures Personal Training department meets or exceeds monthly metabolic testing and heart rate monitor revenue goals

â¢

Complies with all company safety rules

Qualifications

Education & Experience

â¢

High School diploma or GED

â¢

Four-year degree in kinesiology, sports medicine or other related field preferred

â¢

Cardiovascular Athlete (runner, cyclist, triathlete) preferred

â¢

1 year experience with heart rate training and heart rate monitor products preferred

â¢

1-2 years of experience performing metabolic tests and test interpretation preferred

Licenses / Certifications/ Registrations

â¢

Certified Personal Trainer (Minimum of One Certification):
o

ACE, ACTION, AAPTE, ACSM, CSCCa, Cooper Institute, NASM, NCSF, NESTA, NETA, NFPT, NSCA, PTA Global, LT Academy

â¢

CPR/AED Certification within 6 months of hire

Benefits

All Life Time team members receive:
â¢

Complimentary Life Time membership

â¢

Team member discounts for Life Time products & services

Additional Full Time Benefits

â¢

Medical, Dental, and Vision Plan

â¢

401(k) Retirement Plan

â¢

Industry-leading Education and Training

â¢

Flexible Spending Account â Dependent (day) Care Account

â¢

Levels Education Program to promote professional & financial growth

Compensation

â¢

Competitive Commission Structure

o

50-60% Total Commission (Sales & Services)

Primary Location

TX-Dallas - PRE - Dallas Life Time Athletic

Schedule

Full-time

Job Level

Team Leader

Shift

Rotating",sports
38,Strike Instructor,"We are looking for Life Time brand advocates to join our team! Do you love fitness, cardio kickboxing, and inspiring others to unleash their âinner fighterâ and achieve their highest potential? If you crave intense and explosive fitness in your life, apply and audition to be a Strike! Kickboxing Instructor with Life Time. As a Strike! Kickboxing Instructor at Life Time you will belong to an elite team of entertaining educators that positively change lives every day. You will motivate, educate and have a blast, all while promoting healthy living and well-being. At Life Time, we offer exciting, fun, energizing, safe and intelligently designed classes that deliver results. We offer training, ongoing continuing education, professional development support and resources to help you be successful as an instructor. We believe we are Stronger Together and take pride in supporting our community of instructors to be the best they can be! Are you ready to join this rapidly growing community? Thereâs a class waiting for your encouraging voice and bold personality.


As a Group Fitness Instructor with Life Time, you will assist our members by educating, delivering, and connecting them to our industry leading strategy of the Core 3. The power of Core 3 is our unmatched ability to address all areas of our membersâ health and fitness needs to achieve optimal results.


KNOW IT- Comprehensive Assessments


Education, testing, and technology to help our membersâ know how their unique bodies work.

",sports
39,Barbell Strength Instructor,"We are looking for Life Time brand advocates to join our team! Do you love strength training, music, and motivating others to meet their highest potential? If you are driven by consistency, results, and entertainment, apply and audition to be a Barbell Strength Instructor at Life Time. As a Barbell Strength Instructor at Life Time you will belong to an elite team of entertaining educators that positively change lives every day. You will motivate, educate and have a blast, all while promoting healthy living and well-being. At Life Time, we offer exciting, fun, energizing, safe and intelligently designed classes that deliver results. We offer training, ongoing continuing education, professional development support and resources to help you be successful as an instructor. We believe we are Stronger Together and take pride in supporting our community of instructors to be the best they can be! Are you ready to join this rapidly growing community? Thereâs a class waiting for your encouraging voice and bold personality.


As a Group Fitness Instructor with Life Time, you will assist our members by educating, delivering, and connecting them to our industry leading strategy of the Core 3. The power of Core 3 is our unmatched ability to address all areas of our membersâ health and fitness needs to achieve optimal results.


KNOW IT- Comprehensive Assessments


Education, testing, and technology to help our membersâ know how their unique bodies work.

",sports
40,Personal Trainer,"Description: Click here to watch a video that highlights why Life Time Training is the premier destination for your fitness career! http://youtu.be/LoSZF-2WEAMAs a Personal Trainer with Life Time Training, you will assist our members by educating, delivering, and connecting them to our industry leading strategy of the Core 3. The power of Core 3 is our unmatched ability to address all areas of our membersâ health and fitness needs to achieve optimal results. As a team member of the Life Time Training division, you are able to advance your career in the fitness industry by providing your expertise and gaining experience in the following areas:KNOW IT - Comprehensive AssessmentsEducation, testing, and technology to help our membersâ know how their unique bodies work. (Examples: Lab Testing, Metabolic Assessments, Devices, Activity Monitors, myHealthScore)NOURISH IT - Personalized Nutrition and LifestyleProfessional advice, products and strategies to fuel and enrich our membersâ healthy way of life.(Examples: Nutrition Coaching, Nutritional Products, Supplements, Registered Dietitians)MOVE IT - Customized WorkoutsActivities, events, and programs to keep our membersâ engaged in healthy and entertaining ways.(Examples: Private Training, Weight Loss, Metabolic Coaching, TEAM Classes, Pilates)Duties & ResponsibilitiesDevelop and deliver safe, professional, exciting and comprehensive personal training programs to ensure members are satisfied with their workout program and remain motivated to attain their personal health and fitness goals * Promote and sell Life Time Training services, supplements, and technologyResponsible for achieving or exceeding monthly revenue and session goals.Attend and participate in PT Department, All Club, and One-on-One meetingsComplete and pass all assigned Life Time University coursesFulfill Member Service requirements: (up to 25 hours per week)o Fitness Assessments & Equipment Orientationso Service Desko Facilitate Seminarso Fitness Equipment CleaningQualifications: Education & ExperienceHigh School diploma or GEDFour-year degree in kinesiology, sports medicine or other related field preferred1-2 years of Personal Training experience preferredProgram design experience preferredLicenses / Certifications/ RegistrationsCertified Personal Trainer (Minimum of One Certification):o ACE, ACTION, AAPTE, ACSM, CSCCa, Cooper Institute, NASM, NCSF, NCCPT, NESTA, NETA, NFPT, NSCA, PTA Global, LT AcademyCPR/AED Certification within 6 months of hireBenefitsAll Life Time team members receive:Complimentary Life Time membershipTeam member discounts for Life Time products & servicesAdditional Full Time BenefitsMedical, Dental, and Vision Plan401(k) Retirement PlanIndustry-leading Education and TrainingFlexible Spending Account â Dependent (day) Care AccountLevels Education Program to promote professional & financial growthCompensationCompetitive Commission Structureo 50-60% Total Commission (Sales & Services)Job Type: Full-timeRequired education:High school or equivalentRequired experience:Fitness Training: 1 year",sports
41,Team Member Development Manager,"The
Team Member Development Manager is a leader who is passionate about the hiring,
growth and development of fitness professionals. This leader owns all aspects of
the onboarding, development and succession of The Life Time Fitness
Professional. The T.D.M. will lead and
manage a cohort of fitness professionals as they are on-boarded into the
Fitness and Nutrition team, as well as, guide their development and succession
desires throughout their career within their given location.

Major Duties and Responsibilities

Member
Experience

Conducts fitness professional file audits each month.

Follow-up client call for quality assurance.

Conducts shadows of member experience interactions to assure a
quality experience.

Reassigns clientele when a trainer is termed

Financial
& Budgetary

Plans and manages
the execution of hitting the old business portion of each clubâs monthly
goal

Plans and manages
the execution of hitting resign expectations each month

Maintain a
personal book of business each week

Managerial
& Supervisory

Acts as the
Manager On Duty during designated time blocks

Completes a
thorough business review each month

Attend weekly
business and education meetings

Attend weekly
leadership meeting

Attend National
Leadership Calls

Run weekly Cohort
meetings

Conducts all
practical interviews

Own and run weekly
education meetings

Onboard all new
trainers within their first 6 months of hire

Own the levels and
education system within your location

Responsibilities of All
Positions

Supports and articulate Life Time Fitness mission statement

Maintains Healthy Way of Life

Adheres to company policies and procedures

Ensures cleanliness of the club using all 5 senses:
Sight to ensure club is neat and orderly

Sound to ensure music/ sound levels are appropriate

Touch to ensure floors, countertops, etc are clean and dry

Taste to ensure food & beverages in the cafÃ© are
up-to-standards

Smell to ensure the club is fresh and odor free

Customer Service

:

Demonstrates positive attitude and actions through a display of
courtesy, service, cooperation, hospitality, sensitivity, and
professionalism to internal and external customers

Safety

:

Safety responsibilities include:
Complies with all company safety rules

Uses all required safety devices and personal protection equipment

Reports accidents and injuries to supervisor as soon as possible

Notifies department head of any unsafe acts or conditions as soon as
possible

Participates in safety training and safety inspections

Suggests methods of preventing hazards to safety
committee

Qualifications

Education:
High
School diploma or GED

Four-year
degree in kinesiology, sports medicine, or other related field (Or combination
of education and experience)

Experience:
1+ years as a Life Time Training Personal Training
Assistant Department Head is preferred.

Two- three years sales experience

One-year supervisory experience

One- year managerial experience

Two-years program design experience

Three-years personal training experience

Licenses & Certifications:
Certified Personal Trainer (accredited
certifications only)

American Council on Exercise (ACE)

National

Academy

of Sports
Medicine CPT (NASM) required

Additional certification

National Strength and Conditions Association (NSCA)

American

College

of Sports
Medicine (ACSM)

National

Academy

of Sports
Medicine CES (NASM)

CPR/AED
certification

Knowledge,
Skills, Abilities and Other Characteristics

Excellent
communication, listening and interpersonal skills

Ability to build
relationships with members

Excellent customer
service skills; energetic, enthusiastic and motivational

Ability to handle
and resolve customer conflicts in a professional, tactful manner

Extensive
knowledge of fitness, cardiovascular training, nutrition, program design,
and exercise techniques

Demonstrate
exercises and adjust machine weights, free weights and cardiovascular
equipment

Strong leadership
skills

Outstanding
promotional skills

Excellent physical
fitness, professional manner and discretion

Awareness of
potential injuries and ability to handle emergencies

Excellent time
management and organizational skills

Ability to
multi-task and learn quickly

Ability to operate
a computer and office software, Microsoft Word and Excel

Language Ability:
Language Ability- Intermediate-

Ability to read and
interpret documents such as safety rules, operating and maintenance
instructions, and procedure manuals.
Ability to write routine reports and correspondence. Ability to speak effectively before groups of
customers, clients, and other employees of the organization in English.

Math Ability:
Mathematical Skills-
Intermediate-

Ability to calculate figures and amounts such as
discounts, interest, commissions, proportions, percentages, area, circumference,
and volume. Ability to apply basic
concepts of basic algebra and geometry.

Reasoning Ability:
Reasoning Ability- Intermediate Skills-

Ability to apply
common sense understanding to carry out instructions furnished in written,
oral, or diagram form. Ability to deal
with problems involving several concrete variables in standardized situations.

Technical Skills:
To
perform this job successfully, an individual must have knowledge of Microsoft
Word, Excel, Power Point, Microsoft Outlook.

Physical Demands:
The
physical demands described here are representative of those that must be met by
an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to
enable individuals with disabilities to perform the essential functions.

This position requires agility
and the ability to perform an aerobic activity for the duration of a class.
Bending and moving is done frequently. Physical activity will include standing,
walking, reaching with hands and arms, climbing or balancing and talking or
hearing more than 2/3 of the time sitting and stooping, kneeling, crouching or
crawling. Lifting requirements are 50 pounds and occasionally up to 100. The
vision requirements are close, distant, color peripheral, depth and ability to
adjust focus.

Work

Environment:
The work environment characteristics described here
are representative of those an employee encounters while performing the
essential functions of this job. The
work is performed in an athletic club environment and exercise studio. The
noise level is usually moderate to high.

Primary Location

TX-Dallas - DAL - North Dallas

Schedule

Full-time

Job Level

Team Leader

Shift

Rotating

Travel

No",sports
42,Group Training Coordinator,"Click here to watch a video that highlights why Life Time Training is the premier destination for your fitness career!

",sports
43,Team Member Development Manager,"The
Team Member Development Manager is a leader who is passionate about the hiring,
growth and development of fitness professionals. This leader owns all aspects of
the onboarding, development and succession of The Life Time Fitness
Professional. The T.D.M. will lead and
manage a cohort of fitness professionals as they are on-boarded into the
Fitness and Nutrition team, as well as, guide their development and succession
desires throughout their career within their given location.

Major Duties and Responsibilities

Member
Experience

Conducts fitness professional file audits each month.

Follow-up client call for quality assurance.

Conducts shadows of member experience interactions to assure a
quality experience.

Reassigns clientele when a trainer is termed

Financial
& Budgetary

Plans and manages
the execution of hitting the old business portion of each clubâs monthly
goal

Plans and manages
the execution of hitting resign expectations each month

Maintain a
personal book of business each week

Managerial
& Supervisory

Acts as the
Manager On Duty during designated time blocks

Completes a
thorough business review each month

Attend weekly
business and education meetings

Attend weekly
leadership meeting

Attend National
Leadership Calls

Run weekly Cohort
meetings

Conducts all
practical interviews

Own and run weekly
education meetings

Onboard all new
trainers within their first 6 months of hire

Own the levels and
education system within your location

Responsibilities of All
Positions

Supports and articulate Life Time Fitness mission statement

Maintains Healthy Way of Life

Adheres to company policies and procedures

Ensures cleanliness of the club using all 5 senses:
Sight to ensure club is neat and orderly

Sound to ensure music/ sound levels are appropriate

Touch to ensure floors, countertops, etc are clean and dry

Taste to ensure food & beverages in the cafÃ© are
up-to-standards

Smell to ensure the club is fresh and odor free

Customer Service

:

Demonstrates positive attitude and actions through a display of
courtesy, service, cooperation, hospitality, sensitivity, and
professionalism to internal and external customers

Safety

:

Safety responsibilities include:
Complies with all company safety rules

Uses all required safety devices and personal protection equipment

Reports accidents and injuries to supervisor as soon as possible

Notifies department head of any unsafe acts or conditions as soon as
possible

Participates in safety training and safety inspections

Suggests methods of preventing hazards to safety
committee

Qualifications

Education:
High
School diploma or GED

Four-year
degree in kinesiology, sports medicine, or other related field (Or combination
of education and experience)

Experience:
1+ years as a Life Time Training Personal Training
Assistant Department Head is preferred.

Two- three years sales experience

One-year supervisory experience

One- year managerial experience

Two-years program design experience

Three-years personal training experience

Licenses & Certifications:
Certified Personal Trainer (accredited
certifications only)

American Council on Exercise (ACE)

National

Academy

of Sports
Medicine CPT (NASM) required

Additional certification

National Strength and Conditions Association (NSCA)

American

College

of Sports
Medicine (ACSM)

National

Academy

of Sports
Medicine CES (NASM)

CPR/AED
certification

Knowledge,
Skills, Abilities and Other Characteristics

Excellent
communication, listening and interpersonal skills

Ability to build
relationships with members

Excellent customer
service skills; energetic, enthusiastic and motivational

Ability to handle
and resolve customer conflicts in a professional, tactful manner

Extensive
knowledge of fitness, cardiovascular training, nutrition, program design,
and exercise techniques

Demonstrate
exercises and adjust machine weights, free weights and cardiovascular
equipment

Strong leadership
skills

Outstanding
promotional skills

Excellent physical
fitness, professional manner and discretion

Awareness of
potential injuries and ability to handle emergencies

Excellent time
management and organizational skills

Ability to
multi-task and learn quickly

Ability to operate
a computer and office software, Microsoft Word and Excel

Language Ability:
Language Ability- Intermediate-

Ability to read and
interpret documents such as safety rules, operating and maintenance
instructions, and procedure manuals.
Ability to write routine reports and correspondence. Ability to speak effectively before groups of
customers, clients, and other employees of the organization in English.

Math Ability:
Mathematical Skills-
Intermediate-

Ability to calculate figures and amounts such as
discounts, interest, commissions, proportions, percentages, area, circumference,
and volume. Ability to apply basic
concepts of basic algebra and geometry.

Reasoning Ability:
Reasoning Ability- Intermediate Skills-

Ability to apply
common sense understanding to carry out instructions furnished in written,
oral, or diagram form. Ability to deal
with problems involving several concrete variables in standardized situations.

Technical Skills:
To
perform this job successfully, an individual must have knowledge of Microsoft
Word, Excel, Power Point, Microsoft Outlook.

Physical Demands:
The
physical demands described here are representative of those that must be met by
an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to
enable individuals with disabilities to perform the essential functions.

This position requires agility
and the ability to perform an aerobic activity for the duration of a class.
Bending and moving is done frequently. Physical activity will include standing,
walking, reaching with hands and arms, climbing or balancing and talking or
hearing more than 2/3 of the time sitting and stooping, kneeling, crouching or
crawling. Lifting requirements are 50 pounds and occasionally up to 100. The
vision requirements are close, distant, color peripheral, depth and ability to
adjust focus.

Work

Environment:
The work environment characteristics described here
are representative of those an employee encounters while performing the
essential functions of this job. The
work is performed in an athletic club environment and exercise studio. The
noise level is usually moderate to high.

Primary Location

TX-Garland - GAR - Garland

Schedule

Full-time

Job Level

Team Leader

Shift

Rotating

Travel

No",sports
44,Pilates Instructor,"Click here to watch a video that highlights why Life Time Training is the premier destination for your fitness career!

",sports
45,AMP Cycle Instructor,"Hey cycle junkie! So, you have an interest in becoming our next artist on the AMP Cycle team? Well, that's awesome and we can't wait to meet you. If you like loud music and choreographed high-energy workouts, AMP is for you!

In AMP weâre all about the beat of the music and the rhythm of our riders. AMP is an addicting, sweaty, party-like workout to challenge your Ambition, Motivation, and Passion. The best part of instructing this class is you get to be you...period. Engage with your audience! Be authentic! After all, class is all about connecting with yourself and the positive energy in the room. If this sounds like you, apply and audition to be an AMP Cycle Instructor at Life Time Indoor Cycle. We offer training, ongoing continuing education, support and resources to help you be a successful instructor. We believe we are stronger together and take pride in supporting our instructors while helping them be the best they can be! Are you ready to join this rapidly growing team? Thereâs an AMP Cycle class waiting for your encouraging voice and energetic personality. We're so excited to see what you got.

As a Group Fitness Instructor with Life Time, you will assist our members by educating, delivering, and connecting them to our industry leading strategy of the Core 3 method. The power of Core 3 is our unmatched ability to address all areas of our membersâ health and fitness needs to achieve optimal results.

KNOW IT- Comprehensive Assessments

Education, testing, and technology to help our membersâ know how their unique bodies work.

(Examples: Lab Testing, Metabolic Assessments, Devices, Activity Monitors, myHealthScore)

NOURISH IT- Personalized Nutrition and Lifestyle

Professional advice, products and strategies to fuel and enrich our membersâ healthy way of life.

(Examples: Nutrition Coaching, Nutritional Products, Supplements, Registered Dietitians)

MOVE IT- Customized Workouts

Activities, events, and programs to keep our membersâ engaged in healthy and entertaining ways.

(Examples: Cycle, Group Fitness, Yoga, Private Training, Weight Loss, Metabolic Coaching, TEAM Classes, Pilates)

Duties & Responsibilities

Delivers entertaining, motivational, engaging, safe, educational, and professional Indoor Cycling classes to ensure clients are satisfied with their workout program and remain motivated to attain their personal fitness goals

Performer/Entertainer

Monitors and instructs participants during classes by educating on correct form and proper intensity

Demonstrates proficiency in using digital music technology

Provides current music ensuring appropriate language

Develops positive relationships with class participants by leading inspiring, challenging and entertaining indoor cycling classes

Attentively listens to members, answers questions, and engages in conversation before and after classes

Provides excellent customer service by promptly responding to member needs and concerns

Effectively discusses and explains the benefits of Indoor Cycling

Brand Advocate for Life Time and for Life Time Indoor Cycle

Promote Life Time programs, products, and services to class participants

Consistently meets daily class attendance goals

Properly completes and submits incident reports when injuries occur before, during, or after class

Complies with all company safety rules

Assists in keeping Studio clean and organized at all times

Qualifications

Education & Experience

High school diploma or GED

One-year fitness instructor work experience (preferred)

Licenses / Certifications/ Registrations

CPR/AED certification required within the first 3 months of hire

Nationally recognized Indoor Cycle Instructor Certification, Training, OR Coaching Certification

Examples include: Schwinn Cycling (preferred), Stages, Mad Dog -Spinning, Les Mills

USA Cycling, USA Triathlon Coaching Certification, Ironman University (preferred but not required)

Group Exercise Certification (preferred but not required

National Association of Sports Medicine (NASM)

American Council of Exercise (ACE)

American Fitness Aerobic Association (AFAA)

Benefits

All Life Time team members receive:
Complimentary Life Time membership

Team member discounts for Life Time products & services

Team member discount on select Life Time Athletic Events

Industry Leading Education and Training

Education Program to promote professional and financial growth

Additional Full Time Benefits

Medical, Dental, and Vision Plan

401(k) Retirement Plan

Industry-leading Education and Training

Flexible Spending Account â Dependent (day) Care Account

Levels Education Program to promote professional & financial growth

Compensation

Hourly Class Pay

Primary Location

TX-Garland - GAR - Garland

Job Level

Individual Contributor

Travel

No",sports
