,Job title,company,city,state,education level/skills required / responsibilities,longitude,latitude,url,job summary
94,General Dentist in TN- Mobile Dentistry,Care Services Management,Nashville,TN,A well-established Mobile Dental Service Company is looking for a General Dentist to provide dental care for the residents in long-term care facilities in the,36.164837,-86.78022,http://www.indeed.com/viewjob?jk=f32b4ce2a5dfd57b&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,"A well-established Mobile Dental Service Company is looking for a General Dentist to provide dental care for the residents in long-term care facilities in the state of Tennessee. Our general dentist is responsible for providing personalized care to all dental patients that visit our mobile practice, with the freedom of clinical autonomy. You will able to focus your entire day on providing quality patient care to the long-term care residents. You will have the support of highly skilled, trained office staff of Care Services Management, and the operational and administrative aspects of the practice will be taken care of by the mobile dental service company.This position offers tons of flexibility. We have nursing home facilities to serve throughout the whole state of TN: West, Middle, and East TN. You tell us where you can/want to work. You pick what days you want to work. Use this opportunity as a supplement to your current income, part-time gig, or full time work.New graduates are welcome!This opportunity represents significant earnings potential for the productive dentist. A productive dentist averages $180,000 a year working 3-4 days a week, but you have the ability to make more.Compensation: Based on ProductionEmployment type: ContractRequirements:DDS or DMD degree from accredited dental schoolLicensed to practice in TennesseeWebsite: http://careservicesmanagement.com/primary-services/Job Type: ContractRequired education:DoctorateRequired license or certification:Tennessee Dental License"
95,Digital Technology Specialist- Nashville,Henry Schein,Nashville,TN,"Sales knowledge, attention to detail and project management skills, knowledge of dental software applications, understanding of clinical and restorative...",36.148266,-86.67856,http://www.indeed.com/viewjob?jk=f8d1c3f5d08fa92e&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,"(

Job Number:
R102351

)

Description

JOB SUMMARY:
Sells key technology products and related financing. Employs a consultative selling process to sell the correct technology solutions to achieve customer technology goals. Has full understanding of the digital workflow in a dental office and clearly communicates the DDX (digital work flow processes from point of acquisition to final restoration). Key performance elements include: sales volume, sales growth rates, gross margin attainment, high quality-efficient installations, support to local centers and customer satisfaction (both internal and external customers).

ESSENTIAL RESPONSIBILITIES & ACCOUNTABILITIES:
Performs technology equipment selling function to prospective customers while delivering a unique and superior customer experience with regard to purchasing and financing dental equipment and achieving high gross margins.

Achieves annual CAD/CAM and technology sales goals as established.

Understands and effectively promotes company-wide preferred customer program - privileges and all CAD-CAM high-tech offerings along with other technology equipment and financing offerings.

Works with RM and Manufacturing Sales Team to coordinate CAD/CAM and technology selling events to include but not limited to POP, Free-Crown, previews or other similar events.

Educates FSC channel on the effective use of lead generation and selling tools for CAD/CAM and technology products and services.

Completes Equipment Order Agreements including customer signatures and documents all pertinent project details.

Communicates and executes company terms of sale. Collects deposits, customer signatures, balances due (or final financing documents) on or before delivery. Offers and attempts to sell Henry Schein Financial Services.

Attends equipment installations (minimally makes contact with customer on day of installation), communicates with customer on installation progress; ensures all follow up work is done on a timely basis and to customer's satisfaction.

Reviews proper use and care of equipment with customers (may assign to CIT) and co-travels with FSCs to create new leads and 'train' FSCs on prospecting.

Participates in special projects and performs other duties as required.

In addition to the essential duties and responsibilities listed above, all positions are also responsible for:

Meeting company standards pertaining to quantity and quality of work performed on an ongoing basis, performing all work related tasks in a manner that is in compliance with all Company policies and procedures including WorldWide Business Standards.

Adhering to Company policies, procedures, and directives regarding standards of workplace behavior in completing job duties and assignments.

Qualifications

Experience:
At least 3 years of prior sales-related experience required.

Specialized Knowledge and Skills:
Desired skills include: sales knowledge, attention to detail and project management skills, knowledge of dental software applications, understanding of clinical and restorative dentistry.

Other:
Bachelors degree preferred.

Henry Schein, Inc. is an Equal Employment Opportunity Employer and does not discriminate against applicants or employees on the basis of race, color, religion, creed, national origin, ancestry, disability that can be reasonably accommodated without undue hardship, sex, sexual orientation, gender identity, age, citizenship, marital or veteran status, or any other legally protected status.

Primary Location

:

USA-TN-Nashville"
96,Customer Care Specialist - Nashville,SmileDirectClub,Nashville,TN,Would you rather spend your day making people smile rather than dealing with corporate politics? If you enjoy helping people so they can reach their personal,36.164837,-86.78022,http://www.indeed.com/viewjob?jk=6b1ecf5a602376ec&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,"Would you rather spend your day making people smile rather than dealing with corporate politics? If you enjoy helping people so they can reach their personal goals, then you should apply with us today. When smart people like you collaborate and work together, we can accomplish great things!

Check out what our team members are achieving:
•
Represent SmileDirectClub to answer customer's questions, provide key product information, reminder calls, and solve problems in order to ensure customer happiness.
•
Go above and beyond for the customer and achieve the “Wow” ranking on management call review evaluations each week.
•
Respond to all calls and emails in a timely manner and with a sense of urgency.
•
Ensure every call makes the customer Smile!

Qualifications:
•
A self-starter personality that can thrive in the fast-paced environment of a rapidly growing startup company.
•
Sales and/or customer service experience
•
Associates degree or higher, preferred
•
Ability to communicate clearly and effectively, both oral and written
•
Proficient typing and computer skills
•
Excellent accuracy and attention to detail
•
Team Player
About the Company: SmileDirectClub provides consumers with custom invisible aligners for use at home, which gradually shift teeth into their desired position for a perfect smile. The company has pioneered tele-dentistry by providing patients with SmileDirectClub dental professionals in their area for virtual office visits to prescribe and oversee treatment.
We are entrepreneurs. We're led by market disrupting executives and backed by investors, Camelot Venture Group, who have remade industries with innovative companies such at 1-800 Contacts, DiabetesCareClub, CPAPCareClub, HearingPlanet, Quicken Loans, Fathead, Songbird Hearing and The Sharper Image. We're doing it again. This time, you can be a part of the team."
97,General Dentist- Nashville TN,Pacific Dental Services,Nashville,TN,"Dr. Tanisha Jackson is currently seeking a new or experienced dentist for their new practice, near Nashville, TN. This opportunity allows for: Access to a",36.164837,-86.78022,http://www.indeed.com/viewjob?jk=3051a2c0350093ca&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,"Dr. Tanisha Jackson is currently seeking a new or experienced dentist for their new practice, near Nashville, TN. This opportunity allows for:

Access to a fully-digitized practice equipped with; SIROLasers, CEREC CAD/CAM and integrated specialists.
Ability to achieve ownership in a timely manner without all of the burdens of operating and growing a successful practice.
Maximization of individual and professional potential. Ideal candidates will possess: DDS/DMD from an accredited University and active State Dental Board licensure.
A strong sense of ethics and self, acting with integrity.
Willingness to be mentored, coached and trained by fellow clinicians.

PDS Will accept experienced part-time Dentist and New Graduates

Tahir Cowans | Regional Dentist Recruiter GA Region

17000 Red Hill Avenue
Irvine, California 92614
: (770) 871-0153 | ?: cowanst@pacden.com|

: www.PacificDentalServices.com

General Dentistry"
98,Dental Assistant,"Heartland Dental, LLC",Franklin,TN,Become Part of our Successful Dentistry Team as a Dental Assistant. The ideal Dental Assistant candidate should possess exceptional written and verbal...,35.923077,-86.86813,http://www.indeed.com/viewjob?jk=2d500675ad8ea584&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,Dental Assistant – 
99,General Dentist,"Heartland Dental, LLC",Hendersonville,TN,"As a Dentist with Heartland Dental, you will perform general clinical dentistry procedures such as exams, direct and indirect restorative work, tooth...",36.302197,-86.61539,http://www.indeed.com/viewjob?jk=73e33a1f285a96c9&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,Dentist – 
100,Expanded duties,Old Hickory Family Dentistry,Mount Juliet,TN,Seeking part time expanded duties dental assistant with minimum 5-10 years experience with emphasis on assisting chairside and placing composites and making,36.197803,-86.51649,http://www.indeed.com/viewjob?jk=9f3b9b35e6df7d69&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,Seeking part time expanded duties dental assistant with minimum 5-10 years experience with emphasis on assisting chairside and placing composites and making temporary crowns and bridges. Must be comfortable developing treatment plans and presenting to patients as well as actively working in trying to keep the doctor's schedule full. Looking for part time position that potentially develop into future full time position. Dental competency with incredible bedside manner a must to complement the doctor. Please email resume and requirements for consideration.Job Type: Part-timeRequired education:Associate
101,General Dentistry - Dentist,North American Dental Group,Nashville,TN,"General Dentistry opening in Nashville, Tennessee. We have an outstanding opportunity for a Dentist in Northeast Ohio that is passionate about providing the...",36.164837,-86.78022,http://www.indeed.com/viewjob?jk=5d684ae7362d1af4&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,"General Dentistry opening in Nashville, Tennessee. We have an outstanding opportunity for a Dentist in Northeast Ohio that is passionate about providing the very best treatment for patients as well as creating an environment where they are comfortable and understand the importance of their oral health. We offer: * Clinical autonomy to diagnose and treat patients * Opportunities for partnership * Industry leading Continuing Education opportunities * Comprehensive administrative support * Relocation and Sign on bonuses for select locations * Comprehensive compensation and benefits packages including malpractice insurance Primary focus: * Provide exceptional dental care * Educate patients regarding their comprehensive treatment options * Maintain an environment where patients understand their health is our top priority Requirements: * DDS or DMD from an accredited school * Dedication to integrity and achieving the highest standards of ethical patient care To learn more about this opportunity, please contact Carrie Williams at [Click Job Title to Apply] or @ [Click Job Title to Apply]. An Equal Opportunity Employment Employer."
102,Dental Assistant,"Heartland Dental, LLC",Nashville,TN,Become Part of our Successful Dentistry Team as a Dental Assistant. The ideal Dental Assistant candidate should possess exceptional written and verbal...,36.164837,-86.78022,http://www.indeed.com/viewjob?jk=b4378b22dc0462e1&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,Dental Assistant – 
103,Associate Dean for Finance & Administration (SOD),Meharry Medical College,Nashville,TN,"Understand the mission, goals, and objectives of the School of Dentistry; The Associate Dean for Finance and Administration in the School of Dentistry is the...",36.164837,-86.78022,http://www.indeed.com/viewjob?jk=4f1166b657c09b02&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,"The Associate Dean for Finance and Administration in the School of Dentistry is the business officer responsible for the operational and financial activities related to the School of Dentistry, including residency programs and faculty clinical practice. This individual will be responsible to, and report directly to the Dean of the School of Dentistry and indirectly to the Vice President for Business and Finance. This person will, in concert with the Dean, prepare and monitor the budget for the School of Dentistry; prepare various financial and statistical reports to ensure that the business of the dental school, its clinics and faculty practice are current and consistent with acceptable fiscal management practices. This person will also be responsible for patient financial counseling for dental services received in the Dental Clinics, billing and collection of patient receipts for the postdoctoral clinics, residency programs and faculty practice of the School of Dentistry. Works with the clinical departments in regular monitoring and reporting of clinical expenses and revenue.

Coordinates the preparation of a budget from input of the Dean and other appropriate individuals.
Plans and forecast patient revenues, student tuition and fee revenues and other school revenues.
Coordinates the compilation of operational and financial reports and analysis setting forth progress, adverse trends and appropriate recommendations.
Supervises dental graduate programs, Dental Clinics, and Dental Group Practices patient financial activity.
Assigns business office, human and financial resources as necessary to improve service delivery systems.
Develops a record keeping system for all purchases made on general funds and grant accounts.
Investigates and follow-ups vendor complaints regarding purchase orders and payments.
Supervises a computer system for patient charges and financial management tracking.
Assures all accounts receivables in the School of Dentistry and faculty practice are appropriately recorded and collected.
Monitors ongoing business operations of the School of Dentistry of the Faculty Practice and advises the Dean when modifications are in order.
Sets up a collection system for self-pay and third party payers.
Provides monthly and other periodic reports of clinical, residency and faculty practice revenues and expenditures.
Understand the mission, goals, and objectives of the School of Dentistry; ability to set strategic direction for the office of finance and business; demonstrated supervisory abilities.
Supervises staff in the Office of Finance and Dental Business Services.
Works with the office of Clinical Affairs in the dental office management of the practice software.
Required Skills
Experience with dental office management.
Ability to reconcile, extract, analyze and monitor accounts.
Knowledge of health care related business office practices and procedures.
Knowledge of health care billing and management information systems.
Ability to use independent judgment in applying financial policy.
Ability to use problem-solving techniques in systems improvement.
Ability to communicate effectively, both orally and in writing.
Ability to use the principles of Total Quality Management to meet and exceed customer expectations.
Ability to establish and maintain effective relationships with faculty, staff and patients.
Ability to delegate responsibility to complete a project.
Working knowledge of budgeting practices and procedures.
Experience in the use of personal computers.
Ability to recognize and improve potential problem areas.

Required Experience
Master’s Degree from an accredited college in Business Administration or other similar course of study, minimum of five (5) years of financial management experience working in a dental, medical or other health service organization is required. Must have experience in budget preparation, current fiscal management practices."
104,Fiscal Officer,Meharry Medical College,Nashville,TN,This position coordinates and manages activities related to the Associate Deans of the School of Dentistry to ensure a smooth and efficient operation;...,36.164837,-86.78022,http://www.indeed.com/viewjob?jk=53a9eae4b1dcf91b&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,"This position coordinates and manages activities related to the Associate Deans of the School of Dentistry to ensure a smooth and efficient operation; works under general supervision; performs office management duties; processes invoices, requisitions, travel related and similar documentation; prepares and reviews reports; assists in the preparation of various budgets and special projects; maintains records of routine accounting transactions and may assist in analysis and interpretation of accounting records for use by management; assist in the compilation of financial and analytical reports for presentation and submission to both internal and external reporting agencies; provide administrative support; make work related decisions in accordance with existing policies and procedures.

Assists with the administration and coordination of Associate Dean’s office activities
Accepts, verifies and processes disbursement request, travel related documents, and verifies accurate entry in the college’s administrative computer system.
Make travel arrangements for the Associate Deans.
Acts as liaison with other departments, faculty, staff, students and external organizations.
Composes, formats and types correspondence using PC applications including word-processing and spreadsheets.
Assist in establishing, modifying, documenting, and coordinating the implementation of accounting control and office procedures.
Assist in the monthly monitoring and analysis of budgetary and financial items, grant specifications, accounting records, and patient receivables to determine the status of School of Dentistry’s performance.
Examines and evaluates purpose and content of business reports to develop new, or improve existing format, use and control.
Performs related and occasionally other duties as assigned.
Required Skills
Ability to maintain accurate filing and record keeping systems
Detail oriented.
Ability to extract data from conversation and documents.
Ability to plan, schedule and coordinate meetings
Ability to organize and prioritize in a fast paced environment.
Comprehensive knowledge of institutional policies, procedures and organization structure.
Demonstrated knowledge of office procedures and proficiency in the Microsoft Office Suite with intermediate to advance skill in MS Excel.
Effective verbal and written communication skills with strong composition and editing skills.
Good organization and time management skills.
Working knowledge of accounting methods and procedures including budgetary process.
Ability to communicate effectively with all levels of employees
Ability to work with others so as to establish and maintain an effective working relationship with internal and external contacts.
Required Experience
Bachelor’s degree (Business/Finance related preferred) from an accredited college or university and a minimum of four (4) years of related experience required. Experience with financial software (Banner is preferred) and dental office financial management preferred. Experience in writing crystal report is needed."
105,Dentist,Smile Brands Inc.,Goodlettsville,TN,"State license and regional boards, and eligible to practice dentistry in the state of hire. T here is potential for sign on and relo for the right candidate!...",36.32143,-86.70879,http://www.indeed.com/viewjob?jk=3f5bf0be796c2d37&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,"** T here is potential for sign on and relo for the right candidate!


Dr. Tim Mathis is seeking an Associate Dentist to work in the Goodlettsville office. The Dentist will examine, diagnose, and provide treatment counseling to patients.


Responsibilities of the Associate Dentist:

Diagnose and treat diseases, injuries, and malformation of teeth and oral structures
Prescribe medications necessary for infection control, pain control, prevention of dental disease, and behavior management during treatment
Evaluate quality of service received through data collected from surveys, programs, and patient-related records
Provide instructions in oral hygiene and methods of preventing the spread of oral disease
Provide guidance and direction to dental assistants, hygienists, and other support personnel

Posting Requirements:


Required Qualifications:

Dental Doctoral degree from an accredited dental school
State license and regional boards, and eligible to practice dentistry in the state of hire
Minimum of two years of experience

Preferred Qualifications:

[insert any preferred qualifications]

A comprehensive benefits package is offered for full-time positions, which includes: Medical, Vision, Life Insurance, 401K, Malpractice Insurance, and In-House CE opportunities. Smile Brands, Inc. and all relevant affiliated dental group practices are Equal Opportunity Employers."
106,General Dentist- Smyrna,Pacific Dental Services,Smyrna,TN,"Dr. Tanisha Jackson is currently seeking a new or experienced dentist for their new practice, near Murfreesboro, TN. This opportunity allows for: Access to a",35.967033,-86.51099,http://www.indeed.com/viewjob?jk=700239c60b8e8268&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,"Dr. Tanisha Jackson is currently seeking a new or experienced dentist for their new practice, near Murfreesboro, TN. This opportunity allows for:

Access to a fully-digitized practice equipped with; SIROLasers, CEREC CAD/CAM and integrated specialists.
Ability to achieve ownership in a timely manner without all of the burdens of operating and growing a successful practice.
Maximization of individual and professional potential. Ideal candidates will possess: DDS/DMD from an accredited University and active State Dental Board licensure.
A strong sense of ethics and self, acting with integrity.
Willingness to be mentored, coached and trained by fellow clinicians.

PDS Will accept experienced part-time Dentist and New Graduates

Tahir Cowans | Regional Dentist Recruiter GA Region

17000 Red Hill Avenue
Irvine, California 92614
: (770) 871-0153 | ?: cowanst@pacden.com|

: www.PacificDentalServices.com

General Dentistry"
107,RDH,Implant and Family Dentistry,La Vergne,TN,"RDH Position Full-time RDH needed for general practice. Monday-Thursday and willing to work Fridays when needed. RDH must be a team player, flexible, and",36.013737,-86.57692,http://www.indeed.com/viewjob?jk=946825bb8859e533&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz13j5ZTj9ZGs_bPIVbVEqHJ779GGmJ4WAX6xWFaXhfbz3hVuCcURzSvnSWjK6P_Uazo40X9RqMmoWy146cYiCabl&indpubnum=336274463762899&atk=1b2nde44uaf9i8ut,"RDH PositionFull-time RDH needed for general practice. Monday-Thursday and willing to work Fridays when needed.RDH must be a team player, flexible, and have strong work ethic. Experience preferred with local anesthesia but not required.Job Type: Full-timeRequired education:Associate"
108,General Dentist,Familia Dental,Indianapolis,IN,Not only do you have the freedom to focus on clinical side of dentistry but you have control over treatment plans. General Dentist Full Time -*....,39.766483,-86.15385,http://www.indeed.com/viewjob?jk=dbca6d4476624f4d&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz12qKwLnLoXDtq0cuU_pnbBfvCRYfuH-kiEhMqgTqT8tVwk9AZY5jZB-m8J947pwU6uQhwggWUZEvHtN5OcDtAPb&indpubnum=336274463762899&atk=1b2ndekifavb386h,"General Dentist Full Time -Are you looking for a new opportunity to be a part of a successful and growing organization where you can grow professionally and thrive in your field? Familia Dental has great opportunities for General Dentist positions. This is a highly sought after and well-respected position. You will be part of an organization that supports our dentists. We offer clinical support with direct one-on-one mentorship. You can concentrate on your area of expertise while others manage patient administrative paperwork and office staffing. We provide excellent assistance by recruiting and hiring ample staff for the reception area and more importantly dental assisting staff. Familia Dental does its best to assign your recommended dental assistant to you for patient procedures. Not only do you have the freedom to focus on clinical side of dentistry but you have control over treatment plans. You have a fantastic chance to practice in a state of the art dental office that is on the cutting edge of technology. With paperless and electronic records and digital x-rays you will never have to worry about cumbersome patient records.Familia Dental offers the best in patient care to underserved communities and we are truly family focused. At Familia Dental it’s not just being part of company, it’s being part of a family. We strive to have our Dentist make a difference in the lives of our patients by going above and beyond their expectations. As a Dentist you will have the opportunity of a lifetime to impact the community and make a real difference.Familia Dental is one of the fastest growing dental groups in the US. Familia Dental is a leader in the dental industry with offices throughout Illinois, Indiana, New Mexico, Texas, Iowa and Wisconsin. The success of Familia Development & Management spans in over 36 locations across multiple states and employing over 800 employees. Our success enables us to continually expand each year giving you a stable company to work for.Other generous benefits* include:Guaranteed and Production based compensationSign on bonus $10,000-$30,000Earn up to $5,000 employee referral bonusPaid VacationTravel AllowanceHealth InsuranceLife insurance offeredMalpractice InsuranceLicense ReimbursementReimbursement for Continuing EducationSponsorship for H1B & Permanent Residency*compensation and benefits are based on FT employee status and officeFamilia Dental is proud to be an equal opportunity employer.Job RequirementsDUTIES AND RESPONSIBILITIES:- Responsible for providing high-quality dental care to our patients.- Create dental treatment plans and coordinate oral health care during patient consultations- Ensure treatment plan is reviewed with each family and receive informed consents for treatments services- Deliver quality dental care to every patient- Repair decayed and broken teeth through restoration techniques, potentially extract teeth, and restore edentulous areas.- Adhere to all federal and government regulations, including the state dental board rules and regulations, HIPPA and OSHA regulations- Provide leadership and direction to clinical support staff in all areas of patient treatment- Consistently portray a positive working attitude that fosters a pleasant work environmentJob Type: Full-timeSalary: $250,000.00 /yearRequired education:Doctorate"
109,DENTAL ASST-EXPANDED FUNCTION,Indiana University Health,Indianapolis,IN,"Assists the dentist as needed for patient preparation, exams, and procedures, utilizing four handed dentistry, expanded functions, taking x-rays, maintaining...",39.766483,-86.15385,http://www.indeed.com/viewjob?jk=2f7bd5b86f5f478e&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz12qKwLnLoXDtq0cuU_pnbBfvCRYfuH-kiEhMqgTqT8tVwk9AZY5jZB-m8J947pwU6uQhwggWUZEvHtN5OcDtAPb&indpubnum=336274463762899&atk=1b2ndekifavb386h,"Will perform a variety of patient care services as directed by the dentist or clinical manager, in both a clinical setting and an operating room setting. Assists the dentist as needed for patient preparation, exams, and procedures, utilizing four handed dentistry, expanded functions, taking x-rays, maintaining clinical inventory supply, and providing customer service. Performs patient registration, scheduling appointments, chart maintenance, and patient correspondence. Requires excellent skills in handling apprehensive or difficult to manage children. Requires ability to work with medically, physically, and/or mentally compromised patients. This position will maintain, organize, stock, and clean dental equipment and unit(s). Assure smooth patient flow, provide patient education and clerical support. QUALIFICATIONS/KNOWLEDGE/SKILLS/ABILITIES
Requires X-ray certification.
Requires CPR certification.
Requires experience or formal training as a dental assistant.
Requires knowledge of dental procedures and terminology.
Requires ability to perform expanded function dental assisting tasks.
Requires excellent skills in handling apprehensive or difficult to manage children who are present for dental care.
Requires X-ray certification, CPR/BLS certification, detailed knowledge of different instruments, and knowledge of material requirements for each procedure.
Requires ability to operate miro computers and utilize electronic medical/dental record systems.
Requires X-ray certification.
Requires the ability to read, write, hear, and communicate effectively in the English language by both oral and written.
Requires ability to work with medically, physically, and/or mentally compromised patients.
Requires ability to work in operating room setting and to pass credentialing process.
Requires knowledge of proper emergency procedures and the ability to perform necessary emergency tasks."
110,DENTAL ASST-EXPANDED FUNCTION,Bloomington Hospital,Indianapolis,IN,"Assists the dentist as needed for patient preparation, exams, and procedures, utilizing four handed dentistry, expanded functions, taking x-rays, maintaining...",39.766483,-86.15385,http://www.indeed.com/viewjob?jk=94d04f528fa5398e&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz12qKwLnLoXDtq0cuU_pnbBfvCRYfuH-kiEhMqgTqT8tVwk9AZY5jZB-m8J947pwU6uQhwggWUZEvHtN5OcDtAPb&indpubnum=336274463762899&atk=1b2ndekifavb386h,"Will perform a variety of patient care services as directed by the dentist or clinical manager, in both a clinical setting and an operating room setting. Assists the dentist as needed for patient preparation, exams, and procedures, utilizing four handed dentistry, expanded functions, taking x-rays, maintaining clinical inventory supply, and providing customer service. Performs patient registration, scheduling appointments, chart maintenance, and patient correspondence. Requires excellent skills in handling apprehensive or difficult to manage children. Requires ability to work with medically, physically, and/or mentally compromised patients. This position will maintain, organize, stock, and clean dental equipment and unit(s). Assure smooth patient flow, provide patient education and clerical support.
QUALIFICATIONS/KNOWLEDGE/SKILLS/ABILITIES
Requires X-ray certification.
Requires CPR certification.
Requires experience or formal training as a dental assistant.
Requires knowledge of dental procedures and terminology.
Requires ability to perform expanded function dental assisting tasks.
Requires excellent skills in handling apprehensive or difficult to manage children who are present for dental care.
Requires X-ray certification, CPR/BLS certification, detailed knowledge of different instruments, and knowledge of material requirements for each procedure.
Requires ability to operate miro computers and utilize electronic medical/dental record systems.
Requires X-ray certification.
Requires the ability to read, write, hear, and communicate effectively in the English language by both oral and written.
Requires ability to work with medically, physically, and/or mentally compromised patients.
Requires ability to work in operating room setting and to pass credentialing process.
Requires knowledge of proper emergency procedures and the ability to perform necessary emergency tasks."
111,General Dentist - DDS / DMD (General Dental Practice),Aspen Dental,Indianapolis,IN,"Keep abreast of new developments in dentistry through structured continuing professional developments. Indianapolis (Southport) , IN....",39.766483,-86.15385,http://www.indeed.com/viewjob?jk=910efb5c4c269e48&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz12qKwLnLoXDtq0cuU_pnbBfvCRYfuH-kiEhMqgTqT8tVwk9AZY5jZB-m8J947pwU6uQhwggWUZEvHtN5OcDtAPb&indpubnum=336274463762899&atk=1b2ndekifavb386h,"Dentist
"
112,Front Office Team Member - Business Assistant,"Heartland Dental, LLC",Indianapolis,IN,Must demonstrate a thorough knowledge of dentistry and dental procedures. Front Office Team Member – Business Assistant....,39.766483,-86.15385,http://www.indeed.com/viewjob?jk=c5168156efa20a42&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz12qKwLnLoXDtq0cuU_pnbBfvCRYfuH-kiEhMqgTqT8tVwk9AZY5jZB-m8J947pwU6uQhwggWUZEvHtN5OcDtAPb&indpubnum=336274463762899&atk=1b2ndekifavb386h,"Front Office Team Member – Business Assistant
"
113,General Dentist - DDS / DMD (General Dental Practice),Aspen Dental,Lawrence,IN,"Keep abreast of new developments in dentistry through structured continuing professional developments. Lawrence (Pendleton Pike) , IN....",39.837914,-86.02198,http://www.indeed.com/viewjob?jk=81827cc56285780c&qd=1vHU8bY0zJlP3i697aWcB_o045uyua1kbM6jrjWJz12qKwLnLoXDtq0cuU_pnbBfvCRYfuH-kiEhMqgTqT8tVwk9AZY5jZB-m8J947pwU6uQhwggWUZEvHtN5OcDtAPb&indpubnum=336274463762899&atk=1b2ndekifavb386h,"Dentist
"
