,Job title,company,city,state,education level/skills required / responsibilities,longitude,latitude,url,job summary
29,Product Marketing Manager,Fluence Bioengineering,Austin,TX,*Job Title: Product Marketing Manager* *Summary of Responsibilities: * The Product Marketing Manager will work cross-functionally with all internal teams to,30.266483,-97.74176,http://www.indeed.com/viewjob?jk=810f1f40089cd517&qd=1vHU8bY0zJlP3i697aWcB3gXsgrR5twmxzdPvSksfNhrpv1BMNkbkmuRo7S_9pT3WpPGsRJoP9K92TG39WeOmyFdWnDT_EEmOlYRzHQrae4ep6I5-twM7jC8td-9rGTG&indpubnum=336274463762899&atk=1b2n8okmj18jb4ju,"Job Title: Product Marketing ManagerSummary of Responsibilities:  The Product Marketing Manager will work cross-functionally with all internal teams to manage the product life cycle and ensure the best customer product experience in the industry. You are the voice of our clients and you will work in collaboration with leaders in our Engineering, Manufacturing, Sales/Marketing, and Customer Service teams to ensure successful product development, build, and deployment outcomes.Key Functions Include: Sales/Marketing:Represent the voice of the customer in the product development process; Ensuring product specifications and features are developed as defined to address customer need(s)Create compelling messaging and positioning of our products for specific vertical markets (Cannabis, Greenhouse Food Production, Greenhouse Ornamentals, and Vertical Farming) to be used across multiple platforms, including our website, sales sheets, advertising, PR and brochures:competitive benchmarkingvalue propositionsproof-points (i.e. beta testing/user case-studies)features/benefitsEngineering:Conduct beta testing and compile customer feedback to refine product to ensure every aspect is designed as needed (hardware focus)Manufacturing:Ensure components meet standards, packaging meets client needs and aesthetic design represents the Fluence brand.Customer ExperienceEnable successful client deployment of the product with proper documentation and videoHow-tosSpec sheetsProduct brochuresMust be a strong influencer and team player. The ability to work together with different leaders to reach common goals is crucial.Required Qualifications: Proven b2b (b2c a plus) experience developing and executing high-tech product messaging and positioning across channelsDeep understanding of the horticulture space, preferably with lighting experienceStrategic and creative thinkerEnjoy defining and launching products in a matrixed, multi-channel and rapidly changing environmentAbility to distill complex and difficult information into easy to understand communications.Highly organizedPersuasive communicator, Excellent interpersonal relationship skillsStrong written and verbal communication skillsAbility to work well independently and as part of a teamNaturally curious, intrinsically motivated and solution focusedPreferred Qualifications: Bachelor’s or Master’s Degree in Marketing or related fieldWorking Conditions: Position is based in Austin, TXSome travel may be requiredBecause this is a highly impactful role, extended office hours may be required as neededWork may involve standing, walking, bending, reaching, pushing, pulling, and carrying and lifting up to 35 lbsJob Type: Full-timeRequired education:Bachelor'sRequired experience:Marketing: 3 yearsProduct Marketing: 3 years"
30,Professor,University of Texas at Austin,Austin,TX,"This includes, but is not limited to, computational bioengineering, biomedical imaging, biomaterials and tissue engineering, biomechanics, and cellular and...",30.266483,-97.74176,http://www.indeed.com/viewjob?jk=0c7a2574fa877ed9&qd=1vHU8bY0zJlP3i697aWcB3gXsgrR5twmxzdPvSksfNhrpv1BMNkbkmuRo7S_9pT3WpPGsRJoP9K92TG39WeOmyFdWnDT_EEmOlYRzHQrae4ep6I5-twM7jC8td-9rGTG&indpubnum=336274463762899&atk=1b2n8okmj18jb4ju,"The Department of Biomedical Engineering is dedicated to developing clinically translatable solutions for human health by educating the next generation of biomedical engineers, cultivating leaders, and nurturing the integration of engineering, science, and medicine in a discovery-centered environment. To help advance this mission, we are seeking distinguished applicants to fill
two
senior faculty positions in the areas that are well-aligned with the existing strengths of our Department. This includes, but is not limited to, computational bioengineering, biomedical imaging, biomaterials and tissue engineering, biomechanics, and cellular and biomolecular engineering.


Qualifications

Required qualifications include a doctorate in engineering or a related field with an outstanding, internationally recognized record of research accomplishments, publications, and externally sponsored funding. Candidates are also expected to have a successful record of mentoring the new generation of leaders in biomedical engineering, strong interest in undergraduate and graduate teaching in biomedical engineering, and a commitment to professional service. Additionally, we seek applicants who have a strong desire to build extensive collaborations with the newly established Dell Medical School and the Livestrong Cancer Institutes, as well as other regional medical centers including the Austin Heart Hospital and the Seton Stroke Institute. Furthermore, the Department has strong clinical partnerships with a number of medical institutions across Texas, including MD Anderson Cancer Center, UT Southwestern Medical Center, and University of Texas Health Science Centers at Houston and San Antonio.


Application Instructions

Interested persons should include a cover letter expressing interest and stating the position for which applying; a detailed curriculum vitae including academic and professional experience and peer reviewed publications (please include PDF copies of a maximum of your three most significant, peer-reviewed, published manuscripts); a statement of research; a statement of teaching goals as related to our departmental focus; a statement summarizing past contributions to and future plans for promoting diversity; and the names and e-mail addresses of at least five references. Applications received before
November 1, 2016
will be given priority review.


Please direct inquiries to Ms. Carrie Cunningham at
carrie.c@utexas.edu
or Ms. Margo Cousins at
margocousins@utexas.edu"
31,Senior Accountant,Fluence Bioengineering,Austin,TX,"*Salary $70,000 to $80,000* *About Us: We are a manufacturing company located in South Austin that is passionate about what we do. We have the best team of",30.266483,-97.74176,http://www.indeed.com/viewjob?jk=d9d4788c33bd4066&qd=1vHU8bY0zJlP3i697aWcB3gXsgrR5twmxzdPvSksfNhrpv1BMNkbkmuRo7S_9pT3WpPGsRJoP9K92TG39WeOmyFdWnDT_EEmOlYRzHQrae4ep6I5-twM7jC8td-9rGTG&indpubnum=336274463762899&atk=1b2n8okmj18jb4ju,"Salary $70,000 to $80,000About Us: We are a manufacturing company located in South Austin that is passionate about what we do. We have the best team of people working together to achieve our goal of helping our customers better the planet and we are looking for a Senior Cost Accountant to help us in our mission. This role will report directly to the CFO and we are looking for someone who has the potential to move into a Controller position as we continue to expand.*We offer vacation time, holidays, an excellent work environment and we pay for 100% of our employee's health premiums (medical, dental, vision, life, disability). In order to apply for this role, please submit your resume with cover letter highlighting your interest in working for a growing manufacturing facility.Summary of Responsibilities:  This position is responsible for day-to-day financial and cost accounting and reporting activities, including the timely and accurate reporting of financial results. Will develop reports and provide regular analysis to senior management regarding results of the manufacturing operations and opportunities for improvement. This position reports directly to the Chief Financial Officer.Key Functions Include: Responsible for performing the month end financial close processPrepare of monthly reports for management including monthly financial statements (P&L;, balance sheet, cash flow); operational reports and analysis.Perform all cost accounting activities including inventory valuation, cost of sales, part level profitability and cost ratio analysis, productivity analysis variance analysis and actual vs budget analysis, etc.Assist with the preparation of the annual budgets and operating plansMonitor and review obsolete/slow moving inventory and reserve requirementsLead cycle count procedures, ensuring accuracy of inventory records.Identify, analyze and track company profit improvement initiativesDevelop and maintain key performance indicators (KPIs) and site metrics.Assist manufacturing leaders in identifying and troubleshooting manufacturing cost issues.Identify trends and present findings to Senior ManagementInitiate process improvement and process documentationCoordinate Accounts Receivable and Payable documents with Office ManagerImplement financial systems, processes and procedures to facility strong internal controlRequired Qualifications: BS in Accounting or Finance; MBA and / or CPA or CMA a plus5+ years of cost accounting experience in a manufacturing environmentStrong technical knowledge and understanding of US GAAP and cost accounting standardsAdvanced knowledge of M/S Excel, Word and PowerPointStrong working knowledge and understanding of ERP SystemsExcellent analytical, organizational, and communication skillsAbility to work independently in a fast-paced environmentDetail-oriented with a high sense of urgencyWorking Conditions: Position is located in Austin, TXWill typically work normal office hours but at times be expected to work prolonged hours depending on workloadThe intent of this job description is to provide a representative summary of the major duties and responsibilities performed by incumbents of this job. Incumbents may be requested to perform job related tasks other than those specifically presented.Job Type: Full-timeJob Type: Full-timeRequired education:Bachelor'sRequired experience:Accounting: 3 yearsCost Accounting: 5 years"
32,Vice President of Sales,Fluence Bioengineering,Austin,TX,Fluence Bioengineering is a fast growing horticulture lighting company. We design and manufacture the world’s most efficient and powerful LED grow lights for...,30.266483,-97.74176,http://www.indeed.com/viewjob?jk=bf30df0b683876c7&qd=1vHU8bY0zJlP3i697aWcB3gXsgrR5twmxzdPvSksfNhrpv1BMNkbkmuRo7S_9pT3WpPGsRJoP9K92TG39WeOmyFdWnDT_EEmOlYRzHQrae4ep6I5-twM7jC8td-9rGTG&indpubnum=336274463762899&atk=1b2n8okmj18jb4ju,"Fluence Bioengineering is a fast growing horticulture lighting company. We design and manufacture the world’s most efficient and powerful LED grow lights for greenhouses, vertical farms and controlled environment agriculture research in our Austin, Texas facility. We are growing and looking for additional resources to grow with us.Summary of Responsibilities: The Vice President of Sales directs the Company’s sales force effectiveness and manages functions essential to sales force productivity. These include strategic planning, sales process optimization, sales program implementation, sales compensation design and administration and recruiting of sales force talent.This position is responsible for the overall productivity and effectiveness of the sales organization and will report to and closely collaborate with the Chief Business Development Officer. The VP will manage one or more Directors or Managers as the business scales in addition to our direct selling resources.Key Functions Include: Develop implementation plans for strategic vision to achieve the company’s sales goalsCreate a culture of success driven by transparency, key metrics, and personal accountabilityManage the sales teams, operations and resources to deliver profitable growthDevelop sales personnel to achieve full potentialDefine and oversee sales staff compensation and incentive programs to effectively reward the sales team for their contributions to the organization’s success.Manage customer expectations and contribute to a high level of customer satisfactionProvide detailed sales forecasting to senior managementMonitor customer, market and competitor activity and provide feedback to company leadership team and other company functionsBuild and maintain competitive database for alternate solutions by leveraging our resources to better train our sales resources and drive successWork closely with the marketing function to establish successful support, channel and partner programsManage key customer relationships and participate in closing strategic opportunitiesTravel for in-person meetings with customers and partners and to develop key relationshipsPerforms other related duties as assigned.Accountabilities and Performance MeasuresAchievement of Company sales, profit and strategic objectivesAccountable for the on-time implementation of sales organization quotas and performance objectivesAccountable for the thorough implementation of sales organization-impacting initiativesResponsible for the efficient allocation of technology, support and training resources impacting the sales organizationAccountable for accurate and on-time reporting essential for sales organization effectivenessAchievement of strategic objectives defined by company managementRequired Qualifications: Four-year college degree from an accredited institution; Master’s in Business Administration or equivalent preferredMinimum five years of sales management experience in B2B and B2C environmentsMinimum five years in sales operations, business planning or sales support management roleExperience successfully managing analytically rigorous corporate initiativesPC proficiencyStrong written and verbal communication skillsAbility to work well independently and as part of a teamIntrinsically motivated, highly organizedAbility to provide leadership and direction to a growing sales staffMust be able to pass a background checkPreferred Qualifications: Experience in the lighting / design-build arena and/or biotechnology industryWorking Conditions: Position is based in Austin, TXExtended office hours may be required to complete job objectivesThis position will require extensive travel at time, some international travelPlease apply by submitting your resume with a cover letter highlighting your experience and interest in working with us.Job Type: Full-timeRequired education:Master'sRequired experience:horticulture industry: 1 yearsales management: 5 yearsSales: 1 year"
33,Account Consultant,Allergan,Charlotte,NC,"Basic Qualifications Bachelor's degree in related field – such as pharmacy, chemistry, biosciences, bioengineering, and management – from an accredited college...",35.225273,-80.84066,http://www.indeed.com/viewjob?jk=23333d504d2cd60f&qd=1vHU8bY0zJlP3i697aWcB3gXsgrR5twmxzdPvSksfNgqY7NUhSoyVk4U57gFmDNbUfrEvLMWCUWSec0pZEJqZhilRtjDvPg9R8EqPo5zAIKkEQMl-fbYaVm30idlv60a&indpubnum=336274463762899&atk=1b2n8opvmah98bps,"The Urology Medical Consultant manages the sales efforts for BOTOX within a sales territory, calling primarily on Urologists. Responsible for cultivating existing and new customer sales primarily in the private practice and hospitals. Utilizes a consultative process and value based selling techniques to address specific customer educational, technical, clinical and reimbursement needs. Develops a comprehensive territory specific business plan that includes strategies and tactics aimed at achieving quarterly sales goals. Identifies and develops new business opportunities within assigned territory. Must successfully complete all company training classes; develop and maintains a current knowledge base of Company and competitive products, disease states and sales techniques. Adheres to assigned operating budget and accounts for all funds, materials and equipment. Travels throughout assigned territory to promote company products within approved label in a comprehensive, fair, balanced and ethical manner that is consistent with legal and regulatory guidelines


Education and Experience


Basic Qualifications 
Bachelor's degree in related field – such as pharmacy, chemistry, biosciences, bioengineering, and management – from an accredited college or university Minimum three years of Urology , buy & bill, or medical device sales experience Demonstrated sales achievement Excellent interpersonal skills Preferred Qualifications

Product and therapeutic experience: Device or Injectable Sales Buy & bill type reimbursement environment or other comparable reimbursement experience preferred Minimally Invasive Therapies Demonstrated ability to function in an operating room environment Ability to develop new and innovative markets Physical Job Requirements Ability to lift and carry 35 pounds Ability to travel adequately to cover territory, which may include overnight travel Ability to pass a pre-employment drug screening test Ability to drive a car and possess a valid and current driver's license Not been debarred or currently under investigation by the FDA for debarment action Essential Skills and Abilities Adaptability – exhibits a high degree of flexibility in adapting to a rapidly changing and restrictive environment. Ability to sell multiple indications/products around priorities and goals Becoming a Business Advisor – adds customer equity by creating valued business partnerships with customers Customer Focus – keen understanding of customer loyalty relationship; ability to develop a deep understanding of the customer’s business and sustain productive customer relationships Decision Making – identifies and understands issues, problems and opportunities; evaluates and creates strategy for each account Influencing – presents approved marketing tools and strategy through use of appropriate interpersonal styles and communication methods to gain acceptance from customers Integrity – firmly adheres to codes of conduct, ethical principles and compliance guidelines Planning & Prioritizing – excellent planning and strategy development to maximize business results. Creates and executes strategic and targeted business plans around priorities/goals Results Orientation – ability to deliver results in a quota environment.. Ability to execute across multiple indication franchises Sales Ability and Persuasiveness – applies different sales techniques to adjust to customer’s behavior. Effectively uses value-based, consultative selling model to identify opportunities. Demonstrates negotiation skills, influence and persuasion Technical and Professional Knowledge – solid knowledge of company products and services. Demonstrates technical and clinical knowledge, including ability to understand and articulate scientific data or studies. Understands the market, including competitor’s strategy and products

*LI-ES1"
34,Assistant or Associate Professor of Mechanical Engineering,University of Kentucky,Lexington,KY,"This faculty search is part of the department’s 5-year strategic hiring plan, which anticipates 8 new tenure-track faculty positions in the areas of aerospace...",37.986263,-84.47253,http://www.indeed.com/viewjob?jk=d2213571c9ce2c5c&qd=1vHU8bY0zJlP3i697aWcB3gXsgrR5twmxzdPvSksfNgjcv_KZk_gCo_q-l7boofO9lw8B60-Clw4EhdRhCl2ChilRtjDvPg9R8EqPo5zAIKkEQMl-fbYaVm30idlv60a&indpubnum=336274463762899&atk=1b2n8oqmeaepabib,"Required License/Registration/Certification

N/A


Job Summary

The Department of Mechanical Engineering at the University of Kentucky (http://www.engr.uky.edu/me/) seeks candidates for a tenure-track faculty position at the assistant professor level. Exceptional candidates at the associate professor level will also be considered. This faculty search is focused on identifying highly qualified candidates with demonstrated expertise in the areas of autonomy or robotics, which may include but is not limited to unmanned systems, next-generation sensing systems, multi-agent systems, and cooperative control.


Mechanical Engineering is the largest department in the College of Engineering with 31 tenured and tenure-track faculty and over 1,100 undergraduate and graduate students. The college has state-of-the-art computational facilities, research labs, and classrooms. The department’s faculty is engaged in federally funded research projects from agencies such as NSF , NIH , NASA , DOE , DOD , DARPA , NIST , and USDA . The department also has research centers and consortiums that collaborate extensively with industry. The department’s externally funded research currently exceeds $10M/year.


This faculty search is part of the department’s 5-year strategic hiring plan, which anticipates 8 new tenure-track faculty positions in the areas of aerospace engineering, autonomy, bioengineering, energy, robotics, and manufacturing. While this search is targeted at the areas of autonomy and robotics, candidates that can further enhance the department’s collaborative environment by bridging multiple focus areas are especially encouraged to apply. Candidates must have a strong record of academic scholarship and high potential for excellence in building an externally funded research program, conducting high-impact research, advising graduate students, undergraduate and graduate courses, and providing service to the department, professional organizations, and the community. Candidates must have a Ph.D. in Mechanical Engineering or a closely related discipline.


Applicants should submit a cover letter, curriculum vitae, statement of research (Special Request 1, 3-page limit), statement of teaching (Special Request 2, 2-page limit). Please provide contact information for 5 references when prompted within the application. This information may be utilized to solicit recommendation letters from your references within the employment system.


Requests for further information regarding application procedures may be directed to Daniel Wilmot at daniel.wilmot@uky.edu. Please note that, to be considered an applicant, an application must be submitted via the UK Jobs system.


Review of applications will begin on December 1, 2016 and will continue until the position is filled.


Skills / Knowledge / Abilities


Does this position have supervisory responsibilities?

No


Preferred Education/Experience


Open Until Filled

Yes


University Community of Inclusion

The University of Kentucky is committed to a diverse and inclusive workforce by ensuring all our students, faculty, and staff work in an environment of openness and acceptance. We strive to foster a community where people of all backgrounds, identities, and perspectives can feel secure and welcome. We also value the well-being of each of our employees and are dedicated to creating a healthy place to work, learn and live. In the interest of maintaining a safe and healthy environment for our students, employees, patients and visitors the University of Kentucky is a Tobacco & Drug Free campus.


As an Equal Opportunity Employer, we strongly encourage veterans, individuals with disabilities, women, and all minorities to consider our employment opportunities.


Any candidate offered a position may be required to pass pre-employment screenings as mandated by University of Kentucky Human Resources. These screenings may include a national background check and/or drug screen."
35,Pharmacy Research Associate,Procured Health,Chicago,IL,"BA, BS, and/or MS degree with concentration in natural (biology, physics, chemistry) or biomedical sciences, psychology, sociology, biomedical engineering /...",41.881866,-87.63736,http://www.indeed.com/viewjob?jk=fa524d8b722f7380&qd=1vHU8bY0zJlP3i697aWcB3gXsgrR5twmxzdPvSksfNh5AS7DqqXCuBr4iredzUr8GtjXgFnCpwYzRXL6a7WY2mWWunhXau3qvfZ-db5_htGQhwggWUZEvHtN5OcDtAPb&indpubnum=336274463762899&atk=1b2n8os5aah17alo,"At Procured Health, we have an ambitious goal -- taking costs out of our healthcare system while improving the quality and efficiency of patient care. We believe that we can solve some of the biggest problems in healthcare with a talented team, smart technology and engaged users. Our best-in-class software tools help healthcare providers optimize clinical product evaluation, reduce costs, and fundamentally change the way they operate. We're a growth stage start-up focused on building a world-class company, and backed by leading healthcare investors.


What you’ll be doing:


Our Pharmacy Research Associates are on the front lines of the battle against rising costs. They conduct fundamental diligence on the therapies that our hospital customers evaluate, consolidating resources from the FDA, peer reviewed journals, clinical trials, manufacturers, and other third parties to generate unbiased content that is instrumental to the value that we deliver to our clients. Research Associates are active members of the pharmacy team, working in a fast-paced environment to support the foundation of Procured’s emerging pharmacy solutions platform.


Key responsibilities include:

Collect and organize clinical drug information from various sources, including clinical trials, peer-reviewed literature, manufacturers, and FDA.
Design an algorithmic approach to information acquisition and product research.
Develop a thorough understanding of the medication use process in inpatient and outpatient settings.
Apply critical thinking, creativity, and resourcefulness to contribute to discussions of product comparability and value assessments.
Maintain high level of quality in the details and appearance of information in our proprietary software.
Qualifications:

BA, BS, and/or MS degree with concentration in natural (biology, physics, chemistry) or biomedical sciences, psychology, sociology, biomedical engineering / bioengineering, or chemical engineering
Prior work experience at a health care provider, pharmacy, or pharmaceutical company preferred
Demonstrated keen interest in health care and pharmacology
Basic understanding of pharmaceuticals and clinical trials
Experience with medical databases like PubMed
Excellent communication and organizational skills
High degree of competence in MS Excel, e.g., ability to use Pivot Tables and functions such as VLOOKUP, INDEX / MATCH, SUMIF / COUNTIF
Ability to multi-task and work in fast-paced environment
Detail-oriented and thorough"
36,Lecturer - Bioengineering,University of Chicago,Chicago,IL,"The University of Chicago's Institute for Molecular Engineering (IME) seeks a creative, highly motivated Lecturer in the domain of Bioengineering, including its...",41.8489,-87.64835,http://www.indeed.com/viewjob?jk=f0a0d606870bdec8&qd=1vHU8bY0zJlP3i697aWcB3gXsgrR5twmxzdPvSksfNh5AS7DqqXCuBr4iredzUr8GtjXgFnCpwYzRXL6a7WY2mWWunhXau3qvfZ-db5_htGQhwggWUZEvHtN5OcDtAPb&indpubnum=336274463762899&atk=1b2n8os5aah17alo,"The Institute for Molecular Engineering (IME) is a unique interdisciplinary institute launched by the University of Chicago in 2011 with the aim of translating molecular-level science into technological solutions with potential societal impact in health care, energy, environmental sustainability and information technology.


The University of Chicago's Institute for Molecular Engineering (IME) seeks a creative, highly motivated Lecturer in the domain of Bioengineering, including its Bioengineering Laboratory and Bioengineering Design experience. The successful applicant will lead an effort to design, assemble, and teach a set of advanced laboratories focused on experimental bioengineering science, in conjunction with related lecture classes. These courses and laboratories will be taken by University of Chicago undergraduates enrolled in the IME's undergraduate B.S. program. In addition, the Lecturer will be responsible for leading the IME's intensive experimental and theoretical capstone design experience in the domain of Bioengineering, working with other lecturers in other domains.


The initial appointment will be for three (3) years, renewable pending satisfactory performance. Minimum qualifications include a PhD in a relevant engineering field and evidence of strong communication skills. Applicants must submit a cover letter, curriculum vitae, names of three professional references to be contacted separately for letters, and a written statement on teaching experience and plans.


To apply, please visit the University of Chicago's Academic Career Opportunities website, https://academiccareers.uchicago.edu/ and requisition # 03173. The review of the applications will start on February 1, 2017 and continue until the position is filled.


Additional Information or Requirements:


Statement:

The University of Chicago is an Affirmative Action/Equal Opportunity/Disabled/Veterans Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national or ethnic origin, age, status as an individual with a disability, protected veteran status, genetic information, or other protected classes under the law. For additional information please see the University's Notice of Nondiscrimination at http://www.uchicago.edu/about/non_discrimination_statement/ . Job seekers in need of a reasonable accommodation to complete the application process should call 773-702-0287 or email ACOppAdministrator@uchicago.edu with their request.


Required Applicant Documents:

Cover Letter

Curriculum Vitae

Teaching Statement

Reference Contact Info


Optional Applicant Documents:


Other documents to attach:"
37,Research Technologist 2,Northwestern University,Chicago,IL,"In Biological, Chemistry, Bioengineering, or other life science disciplines. The Technologist 2 Conducts experimental research lab work and/or assists in design...",41.8489,-87.64835,http://www.indeed.com/viewjob?jk=9f1f602bf099c7ea&qd=1vHU8bY0zJlP3i697aWcB3gXsgrR5twmxzdPvSksfNh5AS7DqqXCuBr4iredzUr8GtjXgFnCpwYzRXL6a7WY2mWWunhXau3qvfZ-db5_htGQhwggWUZEvHtN5OcDtAPb&indpubnum=336274463762899&atk=1b2n8os5aah17alo,"The Technologist 2 Conducts experimental research lab work and/or assists in design of one or more specific phase(s) of entire project(s). May complete mathematical calculations, and/or computer tasks and/or assist in judging validity of data. Follows appropriate protocols, policies, procedures, regulations, Good Clinical and Good Laboratory Practices. Conducts DNA extraction from blood, saliva, and buccal swabs following established procedures. Measure and record DNA concentration. Some procedures are manual while others involve use of robotics. Training is provided at the beginning. May require troubleshooting at times.


Specific Responsibilities:

Following protocols, designs, sets-up and conducts basic experiments.
Analyzes and troubleshoots protocols and data obtained from individual experiments and recommends alternatives and suggestions to improve processes, validity and/or accuracy.
Using a fully functioning level of skill, completes the following activities (please highlight):
Molecular Biology
DNA, isolation, purification
Administration

Maintains detailed records of results which may include collecting, extracting & entering data.
Miscellaneous

Performs other duties as assigned.
Minimum Qualifications:

Successful completion of a full 4-year course of study in an accredited college or university leading to a bachelor's or higher degree in a scientific major or related; OR appropriate combination of education and experience.
Demonstrated laboratory experience.
Demonstrated ability to follow detailed instructions as required by research protocols;
Demonstrated computer skills, including spreadsheets and basic computations.
Attention to detail and accurate record keeping.
Ability to work independently and in a team environment.
Manual dexterity.
Preferred Qualifications:

B.S. in Biological, Chemistry, Bioengineering, or other life science disciplines.

As per Northwestern University policy, this position requires a criminal background check. Successful applicants will need to submit to a criminal background check prior to employment.


Northwestern University is an Equal Opportunity, Affirmative Action Employer of all protected classes including veterans and individuals with disabilities."
38,Administrative Specialist,University of Chicago,Chicago,IL,"In addition to our department's clinical work, our scientists aggressively pursue a diverse range of basic, translational and clinical research projects,...",41.8489,-87.64835,http://www.indeed.com/viewjob?jk=dfc7ba79f0414964&qd=1vHU8bY0zJlP3i697aWcB3gXsgrR5twmxzdPvSksfNh5AS7DqqXCuBr4iredzUr8GtjXgFnCpwYzRXL6a7WY2mWWunhXau3qvfZ-db5_htGQhwggWUZEvHtN5OcDtAPb&indpubnum=336274463762899&atk=1b2n8os5aah17alo,"About the Unit

Department of Surgery

Operating since 1927 on a strong foundation of multidisciplinary clinical and academic excellence, the University of Chicago Department of Surgery's mission is to meet the most challenging and complex health problems on both a local and global scale.


Among the Department's numerous accomplishments, many of our faculty members are known for their contributions to the advancement of groundbreaking surgical procedures and techniques, including minimally invasive surgery. In addition to our department's clinical work, our scientists aggressively pursue a diverse range of basic, translational and clinical research projects, including studies on the gut microbiome, tissue bioengineering, stem cell research, cancer and immunotolerance.


This ongoing work and achievement would not be possible without the cohesive effort and commitment of the faculty and staff. We are looking for high energy, collaborative individuals who share our commitment to improving the health of patients in the community and beyond.


Cardiac & Thoracic Surgery

The Department of Surgery boasts one of the busiest and comprehensive cardiac and thoracic surgery programs in the nation. The Section of Cardiac & Thoracic Surgery offers a wide range of surgical options for patients with challenging diseases. Among our greatest achievements, the section is one of a few in the world that offers a wide range of robotic approaches for heart conditions. The institution is also one of the only multiple organ transplant programs in the nation, successfully transplanting organs for people who need heart-lung, heart-liver, heart-kidney-pancreas, or other multiple organ transplant combinations. Our section is also home to world-renown thoracic surgeons, who are leaders in the surgical treatment of minimally invasive surgery, lung cancer, transplantation and mesothelioma.


In addition, our team of scientists are committed to improving our understanding of complex heart and lung diseases and uncovering new ways of tackling these conditions. Among our many focus areas, our researchers are interested in studying the cardiotoxic mechanisms of anticancer drugs and frailty in patients undergoing complex thoracic surgery. This ongoing work and achievement would not be possible without the cohesive effort of the faculty and staff. We are always looking for individuals who are willing to work in our dynamic and collaborative environment toward the shared goal of improving the health of patients in our community and beyond.


Unit Job Summary

Under general direction from senior management, performs complex and diverse administrative duties in support of the day-to-day operations of an organizational unit. Serves as a liaison to the University community regarding administrative issues such as finances, non-academic personnel, and communications.


- (40%) With minimal supervision, manages special programs within the section, such as residency and fellowship programs, medical student internships, and SUO and ACGME accreditations. May perform activities related to the general administration of grants and contracts. May also identify and manage other initiatives, such as fundraising, facility project planning, and process improvements.


- (20%) Manages relationships throughout the continuum of patient care and ensures efficient, effective coordination of effort with a variety of intramural and extramural collaborators by promoting communication among patients, families, Section leadership and faculty, referring physicians, and a broad spectrum of healthcare professionals to optimize the interdependence of all team members. Coordinates the needs of faculty and acts as liaison between the medical and nursing staff by serving as a problem solver and mediator. Examples include participating with physicians and clinical professionals in the patient triage process, responding to patient care requests and/or other inquiries, independently determining the appropriate course of action, and providing follow-up on matters until they are seen to completion.


- (20%) With minimal supervision, manages information technology required for efficient operations. Effectively utilizes and orients others to patient databases, electronic medical record systems, and statistical data. Creates detailed and complex reports, charts, graphics, and tables to communicate with a variety of audiences about patient services and other initiatives within the section. Manages the completion of primary source documentation for regulatory reports, collects and maintains this documentation in accordance with retention requirements. May analyze data and make recommendations regarding the business operations of the Section. Responds to inquiries from regulatory agencies and other sources, resolves issues and discrepancies, and prepares correspondence to ensure the proper and timely transfer of appropriate information.


- (15%) With minimal supervision, takes several complex concepts from multiple sources to create communications for a variety of audiences, such as educational materials, presentation slides, and process checklists.


- (5%) Performs other duties as assigned.


Education

Bachelor's degree required.


Experience

Three years of progressively responsible administrative experience required.


Experience in a healthcare or academic medical environment, including knowledge in areas of patient advocacy, medical terminology, access, and billing/collections preferred.


Certification in Medical Terminology preferred.


Competencies

n/a


Required Job Seeker Documents

Resume

Cover Letter

Reference Contact Information


Optional Job Seeker Documents


Work Location

Campus - Hyde Park


Other Work Location


Work Schedule

Full-Time


Hours/Week

40


If other than regular hours (M-F, 8:30-5:00) please detail

Regular


Benefits Eligible?

Yes


Union (If applicable):

Non-Union


Pay Grade

NA


Pay Range

Depends on Qualifications


Pay Frequency

Biweekly


Does this position require incumbent to operate a vehicle on the job?

No


Is a Background Check Required?

Yes


Is Drug Testing Required?

No


Employee Referral Bonus Amount

None


Posting Date

11-07-2016


Remove from posting on or before

05-07-2017"
